sequence,event,timestamp,segment,direction,setup_timestamp,frozen_boundary,retest_candle_number,confirmation_timestamp,entry_timestamp,stop_level,exit_type,cancellation_reason,bid,ask,spread_points,confirmation_atr,effective_spread_limit_points
115,ENTRY,2025.06.20 01:00:00.200,2025_S3,BUY,2025.06.19 22:00:00.000,1.1486900000,2,2025.06.20 00:00:00.000,2025.06.20 01:00:00.200,1.1463925938,,,1.1492600000,1.1494500000,19.00000000,0.001528703076,30.000000000000
116,EXIT,2025.06.23 00:00:10.416,2025_S3,BUY,,0.0000000000,0,,2025.06.20 01:00:00.000,1.1463925938,INITIAL_STOP,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
117,SETUP,2025.06.23 00:00:00.000,2025_S3,SELL,2025.06.23 00:00:00.000,1.1494600000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
118,CANCEL,2025.06.23 03:00:00.228,2025_S3,SELL,2025.06.23 00:00:00.000,1.1494600000,2,,,0.0000000000,,WRONG_EMA_SIDE,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
119,SETUP,2025.06.23 20:00:00.000,2025_S3,BUY,2025.06.23 20:00:00.000,1.1556400000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
120,CANCEL,2025.06.24 03:00:00.277,2025_S3,BUY,2025.06.23 20:00:00.000,1.1556400000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
121,SETUP,2025.06.25 20:00:00.000,2025_S3,BUY,2025.06.25 20:00:00.000,1.1635300000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
122,CANCEL,2025.06.26 03:00:00.155,2025_S3,BUY,2025.06.25 20:00:00.000,1.1635300000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
123,SETUP,2025.06.26 02:00:00.000,2025_S3,BUY,2025.06.26 02:00:00.000,1.1664600000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
124,CANCEL,2025.06.26 09:00:00.120,2025_S3,BUY,2025.06.26 02:00:00.000,1.1664600000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
125,SETUP,2025.06.26 11:00:00.000,2025_S3,BUY,2025.06.26 11:00:00.000,1.1716700000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
126,CONFIRMATION,2025.06.26 13:00:00.495,2025_S3,BUY,2025.06.26 11:00:00.000,1.1716700000,1,2025.06.26 12:00:00.000,,0.0000000000,,,1.1724300000,1.1725500000,12.00000000,0.001805283507,30.000000000000
127,ENTRY,2025.06.26 13:00:00.495,2025_S3,BUY,2025.06.26 11:00:00.000,1.1716700000,1,2025.06.26 12:00:00.000,2025.06.26 13:00:00.495,1.1689394330,,,1.1724300000,1.1725500000,12.00000000,0.001805283507,30.000000000000
128,EXIT,2025.06.26 15:37:11.795,2025_S3,BUY,,0.0000000000,0,,2025.06.26 13:00:00.000,1.1689394330,INITIAL_STOP,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
129,SETUP,2025.06.27 15:00:00.000,2025_S3,BUY,2025.06.27 15:00:00.000,1.1739700000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
130,CANCEL,2025.06.27 22:00:00.016,2025_S3,BUY,2025.06.27 15:00:00.000,1.1739700000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
131,SETUP,2025.06.30 18:00:00.000,2025_S3,BUY,2025.06.30 18:00:00.000,1.1750200000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
132,CONFIRMATION,2025.06.30 20:00:00.279,2025_S3,BUY,2025.06.30 18:00:00.000,1.1750200000,1,2025.06.30 19:00:00.000,,0.0000000000,,,1.1762000000,1.1763300000,13.00000000,0.001944802254,30.000000000000
133,ENTRY,2025.06.30 20:00:00.279,2025_S3,BUY,2025.06.30 18:00:00.000,1.1750200000,1,2025.06.30 19:00:00.000,2025.06.30 20:00:00.279,1.1724403955,,,1.1762000000,1.1763300000,13.00000000,0.001944802254,30.000000000000
134,EXIT,2025.07.01 20:00:00.131,2025_S3,BUY,,0.0000000000,0,,2025.06.30 20:00:00.000,1.1724403955,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
135,SETUP,2025.07.03 03:00:00.000,2025_S3,BUY,2025.07.03 03:00:00.000,1.1802600000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
136,CANCEL,2025.07.03 10:00:00.355,2025_S3,BUY,2025.07.03 03:00:00.000,1.1802600000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
