sequence,event,timestamp,segment,direction,setup_timestamp,frozen_boundary,retest_candle_number,confirmation_timestamp,entry_timestamp,stop_level,exit_type,cancellation_reason,bid,ask,spread_points,confirmation_atr,effective_spread_limit_points
23,SETUP,2025.02.04 17:00:00.000,2025_S1,BUY,2025.02.04 17:00:00.000,1.0365600000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
24,CONFIRMATION,2025.02.04 20:00:00.015,2025_S1,BUY,2025.02.04 17:00:00.000,1.0365600000,2,2025.02.04 19:00:00.000,,0.0000000000,,,1.0376200000,1.0377300000,11.00000000,0.002051283458,30.000000000000
25,ENTRY,2025.02.04 20:00:00.015,2025_S1,BUY,2025.02.04 17:00:00.000,1.0365600000,2,2025.02.04 19:00:00.000,2025.02.04 20:00:00.015,1.0336274331,,,1.0376200000,1.0377300000,11.00000000,0.002051283458,30.000000000000
26,OPEN_AT_BOUNDARY,2025.02.05 00:00:00.000,2025_S1,BUY,,0.0000000000,0,,2025.02.04 20:00:00.000,1.0336274331,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
1,SETUP,2025.03.05 21:00:00.000,2025_S2,BUY,2025.03.05 21:00:00.000,1.0787300000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
2,CONFIRMATION,2025.03.05 23:00:00.965,2025_S2,BUY,2025.03.05 21:00:00.000,1.0787300000,1,2025.03.05 22:00:00.000,,0.0000000000,,,1.0791700000,1.0792900000,12.00000000,0.002480670910,30.000000000000
3,ENTRY,2025.03.05 23:00:00.965,2025_S2,BUY,2025.03.05 21:00:00.000,1.0787300000,1,2025.03.05 22:00:00.000,2025.03.05 23:00:00.965,1.0743286582,,,1.0791700000,1.0792900000,12.00000000,0.002480670910,30.000000000000
4,OPEN_AT_BOUNDARY,2025.03.07 23:00:00.000,2025_S2,BUY,,0.0000000000,0,,2025.03.05 23:00:00.000,1.0743286582,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
1,SETUP,2025.04.09 03:00:00.000,2025_S3,BUY,2025.04.09 03:00:00.000,1.0991400000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
2,CANCEL,2025.04.09 10:00:00.133,2025_S3,BUY,2025.04.09 03:00:00.000,1.0991400000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
3,SETUP,2025.04.09 09:00:00.000,2025_S3,BUY,2025.04.09 09:00:00.000,1.1068300000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
4,CONFIRMATION,2025.04.09 16:00:00.015,2025_S3,BUY,2025.04.09 09:00:00.000,1.1068300000,6,2025.04.09 15:00:00.000,,0.0000000000,,,1.1074900000,1.1076100000,12.00000000,0.003707260167,30.000000000000
5,ENTRY,2025.04.09 16:00:00.015,2025_S3,BUY,2025.04.09 09:00:00.000,1.1068300000,6,2025.04.09 15:00:00.000,2025.04.09 16:00:00.015,1.1001954797,,,1.1074900000,1.1076100000,12.00000000,0.003707260167,30.000000000000
6,EXIT,2025.04.09 20:03:15.781,2025_S3,BUY,,0.0000000000,0,,2025.04.09 16:00:00.000,1.1001954797,INITIAL_STOP,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
7,SETUP,2025.04.10 13:00:00.000,2025_S3,BUY,2025.04.10 13:00:00.000,1.1068500000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
8,CONFIRMATION,2025.04.10 15:00:00.298,2025_S3,BUY,2025.04.10 13:00:00.000,1.1068500000,1,2025.04.10 14:00:00.000,,0.0000000000,,,1.1069000000,1.1070200000,12.00000000,0.003125125632,30.000000000000
9,ENTRY,2025.04.10 15:00:00.298,2025_S3,BUY,2025.04.10 13:00:00.000,1.1068500000,1,2025.04.10 14:00:00.000,2025.04.10 15:00:00.298,1.1007697487,,,1.1069000000,1.1070200000,12.00000000,0.003125125632,30.000000000000
10,EXIT,2025.04.14 16:00:00.241,2025_S3,BUY,,0.0000000000,0,,2025.04.10 15:00:00.000,1.1007697487,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
11,SETUP,2025.04.16 08:00:00.000,2025_S3,BUY,2025.04.16 08:00:00.000,1.1355500000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
12,CONFIRMATION,2025.04.16 12:00:00.280,2025_S3,BUY,2025.04.16 08:00:00.000,1.1355500000,3,2025.04.16 11:00:00.000,,0.0000000000,,,1.1367900000,1.1370300000,24.00000000,0.002531696171,30.000000000000
13,ENTRY,2025.04.16 12:00:00.280,2025_S3,BUY,2025.04.16 08:00:00.000,1.1355500000,3,2025.04.16 11:00:00.000,2025.04.16 12:00:00.280,1.1319666077,,,1.1367900000,1.1370300000,24.00000000,0.002531696171,30.000000000000
14,EXIT,2025.04.17 09:00:00.343,2025_S3,BUY,,0.0000000000,0,,2025.04.16 12:00:00.000,1.1319666077,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
15,SETUP,2025.04.18 17:00:00.000,2025_S3,BUY,2025.04.18 17:00:00.000,1.1386200000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
16,CONFIRMATION,2025.04.18 19:00:00.333,2025_S3,BUY,2025.04.18 17:00:00.000,1.1386200000,1,2025.04.18 18:00:00.000,,0.0000000000,,,1.1391400000,1.1394000000,26.00000000,0.001337241098,26.744821961865
17,ENTRY,2025.04.18 19:00:00.333,2025_S3,BUY,2025.04.18 17:00:00.000,1.1386200000,1,2025.04.18 18:00:00.000,2025.04.18 19:00:00.333,1.1367255178,,,1.1391400000,1.1394000000,26.00000000,0.001337241098,26.744821961865
18,EXIT,2025.04.21 18:00:00.406,2025_S3,BUY,,0.0000000000,0,,2025.04.18 19:00:00.000,1.1367255178,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
19,SETUP,2025.04.23 01:00:00.000,2025_S3,SELL,2025.04.23 01:00:00.000,1.1360700000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
20,CONFIRMATION,2025.04.23 03:00:00.048,2025_S3,SELL,2025.04.23 01:00:00.000,1.1360700000,1,2025.04.23 02:00:00.000,,0.0000000000,,,1.1350000000,1.1351300000,13.00000000,0.002887249641,30.000000000000
21,ENTRY,2025.04.23 03:00:00.048,2025_S3,SELL,2025.04.23 01:00:00.000,1.1360700000,1,2025.04.23 02:00:00.000,2025.04.23 03:00:00.048,1.1407744993,,,1.1350000000,1.1351300000,13.00000000,0.002887249641,30.000000000000
22,EXIT,2025.04.23 04:44:03.335,2025_S3,SELL,,0.0000000000,0,,2025.04.23 03:00:00.000,1.1407744993,INITIAL_STOP,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
23,SETUP,2025.04.23 23:00:00.000,2025_S3,SELL,2025.04.23 23:00:00.000,1.1314900000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
24,CANCEL,2025.04.24 06:00:00.014,2025_S3,SELL,2025.04.23 23:00:00.000,1.1314900000,6,,,0.0000000000,,WRONG_EMA_SIDE,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
25,SETUP,2025.04.25 06:00:00.000,2025_S3,SELL,2025.04.25 06:00:00.000,1.1340700000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
26,CONFIRMATION,2025.04.25 09:00:00.000,2025_S3,SELL,2025.04.25 06:00:00.000,1.1340700000,2,2025.04.25 08:00:00.000,,0.0000000000,,,1.1330500000,1.1331900000,14.00000000,0.001989650385,30.000000000000
27,ENTRY,2025.04.25 09:00:00.000,2025_S3,SELL,2025.04.25 06:00:00.000,1.1340700000,2,2025.04.25 08:00:00.000,2025.04.25 09:00:00.000,1.1370293008,,,1.1330500000,1.1331900000,14.00000000,0.001989650385,30.000000000000
28,EXIT,2025.04.25 17:13:16.070,2025_S3,SELL,,0.0000000000,0,,2025.04.25 09:00:00.000,1.1370293008,INITIAL_STOP,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
29,SETUP,2025.04.28 09:00:00.000,2025_S3,SELL,2025.04.28 09:00:00.000,1.1332400000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
30,CANCEL,2025.04.28 16:00:00.398,2025_S3,SELL,2025.04.28 09:00:00.000,1.1332400000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
31,SETUP,2025.04.30 04:00:00.000,2025_S3,SELL,2025.04.30 04:00:00.000,1.1369400000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
32,CANCEL,2025.04.30 06:00:00.028,2025_S3,SELL,2025.04.30 04:00:00.000,1.1369400000,1,,,0.0000000000,,WRONG_EMA_SIDE,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
33,SETUP,2025.04.30 18:00:00.000,2025_S3,SELL,2025.04.30 18:00:00.000,1.1349300000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
34,CONFIRMATION,2025.04.30 21:00:00.058,2025_S3,SELL,2025.04.30 18:00:00.000,1.1349300000,2,2025.04.30 20:00:00.000,,0.0000000000,,,1.1345200000,1.1346300000,11.00000000,0.002127653673,30.000000000000
35,ENTRY,2025.04.30 21:00:00.058,2025_S3,SELL,2025.04.30 18:00:00.000,1.1349300000,2,2025.04.30 20:00:00.000,2025.04.30 21:00:00.058,1.1387753073,,,1.1345200000,1.1346300000,11.00000000,0.002127653673,30.000000000000
36,EXIT,2025.05.01 14:00:00.199,2025_S3,SELL,,0.0000000000,0,,2025.04.30 21:00:00.000,1.1387753073,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
37,SETUP,2025.05.01 17:00:00.000,2025_S3,SELL,2025.05.01 17:00:00.000,1.1287100000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
38,CONFIRMATION,2025.05.01 19:00:00.365,2025_S3,SELL,2025.05.01 17:00:00.000,1.1287100000,1,2025.05.01 18:00:00.000,,0.0000000000,,,1.1278200000,1.1279400000,12.00000000,0.002096022495,30.000000000000
39,ENTRY,2025.05.01 19:00:00.365,2025_S3,SELL,2025.05.01 17:00:00.000,1.1287100000,1,2025.05.01 18:00:00.000,2025.05.01 19:00:00.365,1.1320120450,,,1.1278200000,1.1279400000,12.00000000,0.002096022495,30.000000000000
40,EXIT,2025.05.02 07:00:00.575,2025_S3,SELL,,0.0000000000,0,,2025.05.01 19:00:00.000,1.1320120450,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
41,SETUP,2025.05.02 12:00:00.000,2025_S3,BUY,2025.05.02 12:00:00.000,1.1337200000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
42,CANCEL,2025.05.02 14:00:00.012,2025_S3,BUY,2025.05.02 12:00:00.000,1.1337200000,1,,,0.0000000000,,WRONG_EMA_SIDE,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
43,SETUP,2025.05.02 16:00:00.000,2025_S3,BUY,2025.05.02 16:00:00.000,1.1354500000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
44,CANCEL,2025.05.02 19:00:00.432,2025_S3,BUY,2025.05.02 16:00:00.000,1.1354500000,2,,,0.0000000000,,WRONG_EMA_SIDE,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
45,SETUP,2025.05.05 15:00:00.000,2025_S3,BUY,2025.05.05 15:00:00.000,1.1356900000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
46,CANCEL,2025.05.05 18:00:00.104,2025_S3,BUY,2025.05.05 15:00:00.000,1.1356900000,2,,,0.0000000000,,WRONG_EMA_SIDE,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
47,SETUP,2025.05.06 03:00:00.000,2025_S3,SELL,2025.05.06 03:00:00.000,1.1296500000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
48,CANCEL,2025.05.06 10:00:00.055,2025_S3,SELL,2025.05.06 03:00:00.000,1.1296500000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
49,SETUP,2025.05.06 16:00:00.000,2025_S3,BUY,2025.05.06 16:00:00.000,1.1348800000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
50,CONFIRMATION,2025.05.06 21:00:00.417,2025_S3,BUY,2025.05.06 16:00:00.000,1.1348800000,4,2025.05.06 20:00:00.000,,0.0000000000,,,1.1363900000,1.1365200000,13.00000000,0.002012739787,30.000000000000
51,ENTRY,2025.05.06 21:00:00.417,2025_S3,BUY,2025.05.06 16:00:00.000,1.1348800000,4,2025.05.06 20:00:00.000,2025.05.06 21:00:00.417,1.1324945204,,,1.1363900000,1.1365200000,13.00000000,0.002012739787,30.000000000000
52,EXIT,2025.05.07 03:23:51.349,2025_S3,BUY,,0.0000000000,0,,2025.05.06 21:00:00.000,1.1324945204,INITIAL_STOP,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
53,SETUP,2025.05.07 22:00:00.000,2025_S3,SELL,2025.05.07 22:00:00.000,1.1319400000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
54,CONFIRMATION,2025.05.08 04:00:00.039,2025_S3,SELL,2025.05.07 22:00:00.000,1.1319400000,5,2025.05.08 03:00:00.000,,0.0000000000,,,1.1309400000,1.1311100000,17.00000000,0.001914132659,30.000000000000
55,ENTRY,2025.05.08 04:00:00.039,2025_S3,SELL,2025.05.07 22:00:00.000,1.1319400000,5,2025.05.08 03:00:00.000,2025.05.08 04:00:00.039,1.1347682653,,,1.1309400000,1.1311100000,17.00000000,0.001914132659,30.000000000000
56,EXIT,2025.05.09 09:00:00.313,2025_S3,SELL,,0.0000000000,0,,2025.05.08 04:00:00.000,1.1347682653,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
57,SETUP,2025.05.12 10:00:00.000,2025_S3,SELL,2025.05.12 10:00:00.000,1.1188200000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
58,CANCEL,2025.05.12 17:00:00.424,2025_S3,SELL,2025.05.12 10:00:00.000,1.1188200000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
59,SETUP,2025.05.14 22:00:00.000,2025_S3,SELL,2025.05.14 22:00:00.000,1.1171100000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
60,CONFIRMATION,2025.05.15 00:00:00.015,2025_S3,SELL,2025.05.14 22:00:00.000,1.1171100000,1,2025.05.14 23:00:00.000,,0.0000000000,,,1.1169400000,1.1176600000,72.00000000,0.001948521072,30.000000000000
61,ENTRY_BLOCK,2025.05.15 00:00:00.015,2025_S3,SELL,2025.05.14 22:00:00.000,1.1171100000,1,2025.05.14 23:00:00.000,,0.0000000000,,SPREAD,1.1169400000,1.1176600000,72.00000000,0.001948521072,30.000000000000
62,SETUP,2025.05.16 17:00:00.000,2025_S3,SELL,2025.05.16 17:00:00.000,1.1170400000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
63,CANCEL,2025.05.19 00:00:04.809,2025_S3,SELL,2025.05.16 17:00:00.000,1.1170400000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
64,SETUP,2025.05.19 10:00:00.000,2025_S3,BUY,2025.05.19 10:00:00.000,1.1211800000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
65,CANCEL,2025.05.19 17:00:00.102,2025_S3,BUY,2025.05.19 10:00:00.000,1.1211800000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
66,SETUP,2025.05.20 22:00:00.000,2025_S3,BUY,2025.05.20 22:00:00.000,1.1279700000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
67,CONFIRMATION,2025.05.21 00:00:00.281,2025_S3,BUY,2025.05.20 22:00:00.000,1.1279700000,1,2025.05.20 23:00:00.000,,0.0000000000,,,1.1281200000,1.1284400000,32.00000000,0.001611065487,30.000000000000
68,ENTRY_BLOCK,2025.05.21 00:00:00.281,2025_S3,BUY,2025.05.20 22:00:00.000,1.1279700000,1,2025.05.20 23:00:00.000,,0.0000000000,,SPREAD,1.1281200000,1.1284400000,32.00000000,0.001611065487,30.000000000000
69,SETUP,2025.05.21 02:00:00.000,2025_S3,BUY,2025.05.21 02:00:00.000,1.1285800000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
70,CANCEL,2025.05.21 09:00:00.368,2025_S3,BUY,2025.05.21 02:00:00.000,1.1285800000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
71,SETUP,2025.05.23 08:00:00.000,2025_S3,BUY,2025.05.23 08:00:00.000,1.1320300000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
72,CONFIRMATION,2025.05.23 11:00:00.203,2025_S3,BUY,2025.05.23 08:00:00.000,1.1320300000,2,2025.05.23 10:00:00.000,,0.0000000000,,,1.1338800000,1.1340000000,12.00000000,0.001674102364,30.000000000000
73,ENTRY,2025.05.23 11:00:00.203,2025_S3,BUY,2025.05.23 08:00:00.000,1.1320300000,2,2025.05.23 10:00:00.000,2025.05.23 11:00:00.203,1.1306517953,,,1.1338800000,1.1340000000,12.00000000,0.001674102364,30.000000000000
74,EXIT,2025.05.23 14:52:23.662,2025_S3,BUY,,0.0000000000,0,,2025.05.23 11:00:00.000,1.1306517953,INITIAL_STOP,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
75,SETUP,2025.05.26 03:00:00.000,2025_S3,BUY,2025.05.26 03:00:00.000,1.1381200000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
76,CANCEL,2025.05.26 10:00:00.202,2025_S3,BUY,2025.05.26 03:00:00.000,1.1381200000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
77,SETUP,2025.05.28 05:00:00.000,2025_S3,SELL,2025.05.28 05:00:00.000,1.1314600000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
78,CANCEL,2025.05.28 09:00:00.253,2025_S3,SELL,2025.05.28 05:00:00.000,1.1314600000,3,,,0.0000000000,,WRONG_EMA_SIDE,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
79,SETUP,2025.05.28 18:00:00.000,2025_S3,SELL,2025.05.28 18:00:00.000,1.1294800000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
80,CONFIRMATION,2025.05.28 20:00:00.245,2025_S3,SELL,2025.05.28 18:00:00.000,1.1294800000,1,2025.05.28 19:00:00.000,,0.0000000000,,,1.1293100000,1.1294300000,12.00000000,0.001604538027,30.000000000000
81,ENTRY,2025.05.28 20:00:00.245,2025_S3,SELL,2025.05.28 18:00:00.000,1.1294800000,1,2025.05.28 19:00:00.000,2025.05.28 20:00:00.245,1.1325190761,,,1.1293100000,1.1294300000,12.00000000,0.001604538027,30.000000000000
82,EXIT,2025.05.29 14:00:00.326,2025_S3,SELL,,0.0000000000,0,,2025.05.28 20:00:00.000,1.1325190761,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
83,SETUP,2025.05.29 15:00:00.000,2025_S3,BUY,2025.05.29 15:00:00.000,1.1300300000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
84,CANCEL,2025.05.29 22:00:00.222,2025_S3,BUY,2025.05.29 15:00:00.000,1.1300300000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
85,SETUP,2025.06.02 03:00:00.000,2025_S3,BUY,2025.06.02 03:00:00.000,1.1366600000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
86,CONFIRMATION,2025.06.02 09:00:00.448,2025_S3,BUY,2025.06.02 03:00:00.000,1.1366600000,5,2025.06.02 08:00:00.000,,0.0000000000,,,1.1378900000,1.1380100000,12.00000000,0.001502518818,30.000000000000
87,ENTRY,2025.06.02 09:00:00.448,2025_S3,BUY,2025.06.02 03:00:00.000,1.1366600000,5,2025.06.02 08:00:00.000,2025.06.02 09:00:00.448,1.1350049624,,,1.1378900000,1.1380100000,12.00000000,0.001502518818,30.000000000000
88,EXIT,2025.06.03 12:00:00.237,2025_S3,BUY,,0.0000000000,0,,2025.06.02 09:00:00.000,1.1350049624,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
89,SETUP,2025.06.04 11:00:00.000,2025_S3,BUY,2025.06.04 11:00:00.000,1.1396300000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
90,CONFIRMATION,2025.06.04 16:00:00.073,2025_S3,BUY,2025.06.04 11:00:00.000,1.1396300000,4,2025.06.04 15:00:00.000,,0.0000000000,,,1.1408800000,1.1410000000,12.00000000,0.001601695349,30.000000000000
91,ENTRY,2025.06.04 16:00:00.073,2025_S3,BUY,2025.06.04 11:00:00.000,1.1396300000,4,2025.06.04 15:00:00.000,2025.06.04 16:00:00.073,1.1377966093,,,1.1408800000,1.1410000000,12.00000000,0.001601695349,30.000000000000
92,EXIT,2025.06.05 09:00:00.061,2025_S3,BUY,,0.0000000000,0,,2025.06.04 16:00:00.000,1.1377966093,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
93,SETUP,2025.06.05 16:00:00.000,2025_S3,BUY,2025.06.05 16:00:00.000,1.1447800000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
94,CANCEL,2025.06.05 23:00:00.405,2025_S3,BUY,2025.06.05 16:00:00.000,1.1447800000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
95,SETUP,2025.06.10 16:00:00.000,2025_S3,BUY,2025.06.10 16:00:00.000,1.1439700000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
96,CANCEL,2025.06.10 23:00:00.191,2025_S3,BUY,2025.06.10 16:00:00.000,1.1439700000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
97,SETUP,2025.06.11 15:00:00.000,2025_S3,BUY,2025.06.11 15:00:00.000,1.1445200000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
98,CANCEL,2025.06.11 22:00:00.324,2025_S3,BUY,2025.06.11 15:00:00.000,1.1445200000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
99,SETUP,2025.06.12 01:00:00.000,2025_S3,BUY,2025.06.12 01:00:00.000,1.1498900000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
100,CANCEL,2025.06.12 08:00:00.265,2025_S3,BUY,2025.06.12 01:00:00.000,1.1498900000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
101,SETUP,2025.06.12 11:00:00.000,2025_S3,BUY,2025.06.12 11:00:00.000,1.1532000000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
102,CANCEL,2025.06.12 18:00:00.109,2025_S3,BUY,2025.06.12 11:00:00.000,1.1532000000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
103,SETUP,2025.06.16 09:00:00.000,2025_S3,BUY,2025.06.16 09:00:00.000,1.1568900000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
104,CONFIRMATION,2025.06.16 11:00:00.108,2025_S3,BUY,2025.06.16 09:00:00.000,1.1568900000,1,2025.06.16 10:00:00.000,,0.0000000000,,,1.1578300000,1.1579500000,12.00000000,0.001981324461,30.000000000000
105,ENTRY,2025.06.16 11:00:00.108,2025_S3,BUY,2025.06.16 09:00:00.000,1.1568900000,1,2025.06.16 10:00:00.000,2025.06.16 11:00:00.108,1.1539873511,,,1.1578300000,1.1579500000,12.00000000,0.001981324461,30.000000000000
106,EXIT,2025.06.16 23:00:00.185,2025_S3,BUY,,0.0000000000,0,,2025.06.16 11:00:00.000,1.1539873511,DONCHIAN_10,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
107,SETUP,2025.06.17 20:00:00.000,2025_S3,SELL,2025.06.17 20:00:00.000,1.1498300000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
108,CANCEL,2025.06.18 03:00:00.226,2025_S3,SELL,2025.06.17 20:00:00.000,1.1498300000,6,,,0.0000000000,,EXPIRED_SIX_CANDLES,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
109,SETUP,2025.06.19 04:00:00.000,2025_S3,SELL,2025.06.19 04:00:00.000,1.1460400000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
110,CONFIRMATION,2025.06.19 09:00:00.287,2025_S3,SELL,2025.06.19 04:00:00.000,1.1460400000,4,2025.06.19 08:00:00.000,,0.0000000000,,,1.1455600000,1.1456800000,12.00000000,0.001718964227,30.000000000000
111,ENTRY,2025.06.19 09:00:00.287,2025_S3,SELL,2025.06.19 04:00:00.000,1.1460400000,4,2025.06.19 08:00:00.000,2025.06.19 09:00:00.287,1.1489979285,,,1.1455600000,1.1456800000,12.00000000,0.001718964227,30.000000000000
112,EXIT,2025.06.19 22:11:44.083,2025_S3,SELL,,0.0000000000,0,,2025.06.19 09:00:00.000,1.1489979285,INITIAL_STOP,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
113,SETUP,2025.06.19 22:00:00.000,2025_S3,BUY,2025.06.19 22:00:00.000,1.1486900000,0,,,0.0000000000,,,0.0000000000,0.0000000000,0.00000000,0.000000000000,0.000000000000
114,CONFIRMATION,2025.06.20 01:00:00.200,2025_S3,BUY,2025.06.19 22:00:00.000,1.1486900000,2,2025.06.20 00:00:00.000,,0.0000000000,,,1.1492600000,1.1494500000,19.00000000,0.001528703076,30.000000000000
