field,value
classification,NO_OPEN_POSITION_AT_CUTOFF
eligible_to,2025.08.06 16:00:00
observation_time,2025.08.06 16:00:00
position_open,NO
position_ticket,172
position_identifier,172
position_type,0
volume,0.06000000
entry_price,1.1583300000
stop_loss,1.1546600000
unrealized_result_reporting_only,-6.18000000
formal_pnl_included,NO
naturally_closed_trade_included,NO
