condition,source_dataset,source_date_not_normalized_to_utc_plus_3,source_segment_previous_day_balance_proxy_usd,source_segment_realized_cash_flow_proxy_usd,source_segment_end_of_date_balance_proxy_usd,midnight_balance_utc_plus_3_usd,midnight_equity_utc_plus_3_usd,intraday_minimum_equity_usd,official_profitable_day_calculation_usd,authoritative_status,continuity_note
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-04-29,9949.7526800331,0.0000000000,9949.7526800331,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-04-30,9949.7526800331,-46.7578001558,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-01,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-02,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-03,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-04,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-05,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-06,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-07,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-08,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-09,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-10,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-11,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-12,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-13,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-14,9902.9948798773,0.0000000000,9902.9948798773,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-15,9902.9948798773,-50.3201787999,9852.6747010775,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-16,9852.6747010775,0.0000000000,9852.6747010775,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-17,9852.6747010775,0.0000000000,9852.6747010775,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-18,9852.6747010775,0.0000000000,9852.6747010775,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-19,9852.6747010775,0.0000000000,9852.6747010775,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-20,9852.6747010775,0.0000000000,9852.6747010775,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-21,9852.6747010775,-54.0792034059,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-22,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-23,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-24,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-25,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-26,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-27,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-28,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-29,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-30,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-05-31,9798.5954976716,0.0000000000,9798.5954976716,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-01,9798.5954976716,-65.0521139614,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-02,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-03,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-04,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-05,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-06,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-07,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-08,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-09,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-10,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-11,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-12,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-13,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-14,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-15,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-16,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-17,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-18,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-19,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-20,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-21,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-22,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-23,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-24,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-25,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-26,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-27,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-28,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-29,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-06-30,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-01,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-02,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-03,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-04,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-05,9733.5433837101,0.0000000000,9733.5433837101,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-06,9733.5433837101,524.0704143015,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-07,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-08,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-09,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-10,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-11,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-12,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-13,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-14,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-15,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-16,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-17,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-18,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-19,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-20,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-21,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-22,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-23,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-24,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-25,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-26,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-27,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-28,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-29,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-30,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
NORMAL,V28_2026_PRESEAL_DEVELOPMENT,2026-07-31,10257.6137980116,0.0000000000,10257.6137980116,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-06,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-07,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-08,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-09,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-10,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-11,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-12,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-13,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-14,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-15,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-16,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-17,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-18,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-19,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-20,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-21,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-22,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-23,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-24,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-25,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-26,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-27,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-28,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-29,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-30,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-01-31,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-02-01,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-02-02,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2025_DEVELOPMENT,2025-02-03,10000.0000000000,184.1100623219,10184.1100623219,,,,,INSUFFICIENT_EVIDENCE,
