schema,time,segment_id,record_type,signal_bar_time,position_identifier,direction,requested_price,actual_price,spread_points,slippage_points,volume,initial_risk_amount,stop_loss,order_ticket,deal_ticket,broker_retcode,exit_reason,fill_confirmed,retest_candle_number,confirmation_timestamp,confirmation_atr
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.12 19:00:00,2026_P2,ENTRY_ATTEMPT,2026.05.12 18:00:00,0,SELL,1.1732000000,0.0000000000,13,0.0000,0.10000000,22.60000000,1.1754600000,16,16,10009,NONE,NO,2,2026.05.12 18:00:00,0.001129534118
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.18 10:00:00,2026_P2,EXIT_ATTEMPT,2026.05.18 09:00:00,16,SELL,1.1636300000,0.0000000000,0,0.0000,0.10000000,0,0,17,17,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.18 10:00:00,2026_P2,EXIT_TRANSACTION,NONE,16,SELL,1.1636300000,1.1636300000,0,0.0000,0.10000000,0,0,17,17,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.20 13:00:00,2026_P2,ENTRY_ATTEMPT,2026.05.20 12:00:00,0,SELL,1.1587400000,0.0000000000,14,0.0000,0.13000000,24.96000000,1.1606600000,18,18,10009,NONE,NO,1,2026.05.20 12:00:00,0.000959940091
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.20 17:16:34,2026_P2,EXIT_TRANSACTION,NONE,18,SELL,0.0000000000,1.1606600000,0,0.0000,0.13000000,0,0,19,19,0,STOP_LOSS_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.26 09:00:00,2026_P2,ENTRY_ATTEMPT,2026.05.26 08:00:00,0,SELL,1.1627300000,0.0000000000,12,0.0000,0.18000000,24.30000000,1.1640800000,20,20,10009,NONE,NO,1,2026.05.26 08:00:00,0.000673542943
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.26 10:31:54,2026_P2,EXIT_TRANSACTION,NONE,20,SELL,0.0000000000,1.1640900000,0,0.0000,0.18000000,0,0,21,21,0,STOP_LOSS_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.28 04:00:00,2026_P2,ENTRY_ATTEMPT,2026.05.28 03:00:00,0,SELL,1.1620100000,0.0000000000,11,0.0000,0.13000000,24.18000000,1.1638700000,22,22,10009,NONE,NO,1,2026.05.28 03:00:00,0.000926255457
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.05.28 15:53:05,2026_P2,EXIT_TRANSACTION,NONE,22,SELL,0.0000000000,1.1638700000,0,0.0000,0.13000000,0,0,23,23,0,STOP_LOSS_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.03 03:00:00,2026_P2,ENTRY_ATTEMPT,2026.06.03 02:00:00,0,SELL,1.1620600000,0.0000000000,12,0.0000,0.14000000,24.08000000,1.1637800000,24,24,10009,NONE,NO,6,2026.06.03 02:00:00,0.000859100263
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.04 13:00:00,2026_P2,EXIT_ATTEMPT,2026.06.04 12:00:00,24,SELL,1.1626400000,0.0000000000,0,0.0000,0.14000000,0,0,25,25,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.04 13:00:00,2026_P2,EXIT_TRANSACTION,NONE,24,SELL,1.1626400000,1.1626400000,0,0.0000,0.14000000,0,0,25,25,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.04 17:00:00,2026_P2,ENTRY_ATTEMPT,2026.06.04 16:00:00,0,BUY,1.1636700000,0.0000000000,13,0.0000,0.13000000,24.31000000,1.1618000000,26,26,10009,NONE,NO,2,2026.06.04 16:00:00,0.000934508330
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.04 21:24:31,2026_P2,EXIT_TRANSACTION,NONE,26,BUY,0.0000000000,1.1618000000,0,0.0000,0.13000000,0,0,27,27,0,STOP_LOSS_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.08 02:00:00,2026_P2,ENTRY_ATTEMPT,2026.06.08 01:00:00,0,SELL,1.1512600000,0.0000000000,14,0.0000,0.09000000,23.40000000,1.1538600000,28,28,10009,NONE,NO,1,2026.06.08 01:00:00,0.001295308216
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.08 08:18:00,2026_P2,EXIT_TRANSACTION,NONE,28,SELL,0.0000000000,1.1538600000,0,0.0000,0.09000000,0,0,29,29,0,STOP_LOSS_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.11 20:00:00,2026_P2,ENTRY_ATTEMPT,2026.06.11 19:00:00,0,SELL,1.1508200000,0.0000000000,12,0.0000,0.10000000,24.50000000,1.1532700000,30,30,10009,NONE,NO,1,2026.06.11 19:00:00,0.001224878074
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.11 20:31:40,2026_P2,EXIT_TRANSACTION,NONE,30,SELL,0.0000000000,1.1532800000,0,0.0000,0.10000000,0,0,31,31,0,STOP_LOSS_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.16 20:00:01,2026_P2,ENTRY_ATTEMPT,2026.06.16 19:00:00,0,BUY,1.1613800000,0.0000000000,12,0.0000,0.10000000,22.70000000,1.1591100000,32,32,10009,NONE,NO,1,2026.06.16 19:00:00,0.001134541216
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.17 12:00:00,2026_P2,EXIT_ATTEMPT,2026.06.17 11:00:00,32,BUY,1.1601200000,0.0000000000,0,0.0000,0.10000000,0,0,33,33,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.17 12:00:00,2026_P2,EXIT_TRANSACTION,NONE,32,BUY,1.1601200000,1.1601200000,0,0.0000,0.10000000,0,0,33,33,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.18 16:00:00,2026_P2,ENTRY_ATTEMPT,2026.06.18 15:00:00,0,SELL,1.1468700000,0.0000000000,12,0.0000,0.08000000,24.24000000,1.1499000000,34,34,10009,NONE,NO,3,2026.06.18 15:00:00,0.001512792943
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.19 16:00:00,2026_P2,EXIT_ATTEMPT,2026.06.19 15:00:00,34,SELL,1.1471700000,0.0000000000,0,0.0000,0.08000000,0,0,35,35,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.19 16:00:00,2026_P2,EXIT_TRANSACTION,NONE,34,SELL,1.1471700000,1.1471700000,0,0.0000,0.08000000,0,0,35,35,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.22 17:00:00,2026_P2,ENTRY_ATTEMPT,2026.06.22 16:00:00,0,SELL,1.1427600000,0.0000000000,13,0.0000,0.09000000,22.50000000,1.1452600000,36,36,10009,NONE,NO,6,2026.06.22 16:00:00,0.001247247647
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.25 07:00:00,2026_P2,EXIT_ATTEMPT,2026.06.25 06:00:00,36,SELL,1.1370700000,0.0000000000,0,0.0000,0.09000000,0,0,37,37,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.25 07:00:00,2026_P2,EXIT_TRANSACTION,NONE,36,SELL,1.1370700000,1.1370700000,0,0.0000,0.09000000,0,0,37,37,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.30 09:00:00,2026_P2,ENTRY_ATTEMPT,2026.06.30 08:00:00,0,SELL,1.1384200000,0.0000000000,12,0.0000,0.13000000,23.92000000,1.1402600000,38,38,10009,NONE,NO,1,2026.06.30 08:00:00,0.000917370858
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.06.30 09:55:30,2026_P2,EXIT_TRANSACTION,NONE,38,SELL,0.0000000000,1.1402600000,0,0.0000,0.13000000,0,0,39,39,0,STOP_LOSS_EXIT,YES,0,NONE,0
