field,value
classification,NO_OPEN_POSITION_AT_CUTOFF
eligible_to,2025.12.24 00:00:00
observation_time,2025.12.23 23:59:58
position_open,NO
position_ticket,158
position_identifier,158
position_type,0
volume,0.11000000
entry_price,1.1775400000
stop_loss,1.1754300000
unrealized_result_reporting_only,12.32000000
formal_pnl_included,NO
naturally_closed_trade_included,NO
