field,value
schema,SOLTRADE_PHASE6_V27_RUN_SUMMARY_V1
execution_instance_id,V27-2025_DEVELOPMENT-FIXED_DELAY_200_MS-R3-A3
dataset,V27_2025_DEVELOPMENT
execution_layer,FIXED_DELAY_200_MS
schedule_signals,45
processed_signals,45
entry_attempts,45
entry_fills,45
exit_fills,42
missed_signals,0
spread_blocks,0
risk_blocks,0
execution_blocks,0
open_positions_at_end,0
max_tick,2025.12.31 23:59:58
seal_breach,NO
run_evidence_status,PASS
