schema,canonical_symbol,research_symbol,digits,point,tick_size,contract_size,volume_min,volume_max,volume_step,calc_mode,base_currency,profit_currency,margin_currency,swap_mode,swap_rollover3day,swap_long,swap_short,property_or_session_mismatches,frozen_before_import
SOLTRADE_PHASE6_V31A_PROPERTY_V1,EURUSD,EURUSD.V31,5,0.0000100000,0.0000000000,100000.00,0.01000000,50.00000000,0.01000000,0,EUR,USD,EUR,1,3,-9.71000000,4.50000000,4,YES
