field,value
schema,SOLTRADE_PHASE6_V26_HISTORY_QUALIFICATION_V1
symbol,GBPUSD
bound_from,2024.12.01 00:00:00
bound_to_exclusive,2026.08.01 00:00:00
h1_timestamp_count,10345
first_h1,2024.12.02 00:00:00
last_h1,2026.07.31 23:00:00
price_fields_written,NO
returns_or_rankings_calculated,NO
orders_or_positions,ZERO
post_seal_access,NO
status,PASS
