deal_ticket,order_ticket,position_identifier,time,time_msc,entry,type,reason,volume,price,profit,commission,swap,fee,magic,symbol,comment,in_research_window
2,2,2,2026.07.17 18:05:00,1784311500126,0,0,3,0.13000000,1.1442400000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
3,3,2,2026.07.17 22:05:00,1784325900143,1,1,3,0.13000000,1.1435200000,-9.36000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
4,4,4,2026.07.20 18:05:00,1784570700057,0,0,3,0.13000000,1.1409400000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
5,5,4,2026.07.20 22:05:01,1784585101365,1,1,3,0.13000000,1.1414800000,7.02000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
6,6,6,2026.07.21 18:05:00,1784657100141,0,0,3,0.15000000,1.1405500000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
7,7,6,2026.07.21 22:05:00,1784671500333,1,1,3,0.15000000,1.1401500000,-6.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
8,8,8,2026.07.22 18:05:00,1784743500028,0,0,3,0.15000000,1.1410800000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
9,9,8,2026.07.22 22:05:02,1784757902285,1,1,3,0.15000000,1.1411300000,0.75000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
10,10,10,2026.07.23 18:05:00,1784829900517,0,0,3,0.12000000,1.1374700000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
11,11,10,2026.07.23 22:05:00,1784844300837,1,1,3,0.12000000,1.1375800000,1.32000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
12,12,12,2026.07.24 18:05:00,1784916300157,0,0,3,0.12000000,1.1380000000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
13,13,12,2026.07.24 22:05:00,1784930700216,1,1,3,0.12000000,1.1369600000,-12.48000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
14,14,14,2026.07.27 18:05:00,1785175500146,0,0,3,0.12000000,1.1373600000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
15,15,14,2026.07.27 22:05:00,1785189900186,1,1,3,0.12000000,1.1367300000,-7.56000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
16,16,16,2026.07.28 18:05:00,1785261900312,0,0,3,0.13000000,1.1385100000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
17,17,16,2026.07.28 22:05:00,1785276300134,1,1,3,0.13000000,1.1387700000,3.38000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
18,18,18,2026.07.29 18:05:00,1785348300344,0,0,3,0.13000000,1.1384500000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
19,19,18,2026.07.29 22:05:00,1785362700168,1,1,3,0.13000000,1.1447800000,82.29000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
20,20,20,2026.07.30 18:05:00,1785434700102,0,0,3,0.07000000,1.1501100000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
21,21,20,2026.07.30 22:05:00,1785449100478,1,1,3,0.07000000,1.1532900000,22.26000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
22,22,22,2026.07.31 18:05:00,1785521100046,0,0,3,0.07000000,1.1499200000,0.00000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1,YES
23,23,22,2026.07.31 22:05:00,1785535500092,1,1,3,0.07000000,1.1533300000,23.87000000,0.00000000,0.00000000,0.00000000,2508202601,EURUSD,SolTrade TBV1 exit,YES
