schema,time,segment_id,record_type,signal_bar_time,position_identifier,direction,requested_price,actual_price,spread_points,slippage_points,volume,initial_risk_amount,stop_loss,order_ticket,deal_ticket,broker_retcode,exit_reason,fill_confirmed,scheduled_entry_target,entry_atr
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.20 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.20 17:00:00,0,BUY,1.0400900000,0.0000000000,11,0.0000,0.05000000,22.35000000,1.0356200000,2,2,10009,NONE,NO,2025.01.20 18:05:00,0.002231619425
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.20 19:25:05,2025_S1,EXIT_TRANSACTION,NONE,2,BUY,0.0000000000,1.0355500000,0,0.0000,0.05000000,0,0,3,3,0,STOP_LOSS_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.21 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.21 17:00:00,0,BUY,1.0403200000,0.0000000000,11,0.0000,0.05000000,22.70000000,1.0357800000,4,4,10009,NONE,NO,2025.01.21 18:05:00,0.002269536884
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.21 22:05:00,2025_S1,EXIT_ATTEMPT,2025.01.21 21:00:00,4,BUY,1.0416300000,0.0000000000,0,0.0000,0.05000000,0,0,5,5,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.21 22:05:00,2025_S1,EXIT_TRANSACTION,NONE,4,BUY,1.0416300000,1.0416300000,0,0.0000,0.05000000,0,0,5,5,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.22 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.22 17:00:00,0,BUY,1.0419900000,0.0000000000,11,0.0000,0.07000000,23.52000000,1.0386300000,6,6,10009,NONE,NO,2025.01.22 18:05:00,0.001675750499
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.22 22:05:00,2025_S1,EXIT_ATTEMPT,2025.01.22 21:00:00,6,BUY,1.0419700000,0.0000000000,0,0.0000,0.07000000,0,0,7,7,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.22 22:05:00,2025_S1,EXIT_TRANSACTION,NONE,6,BUY,1.0419700000,1.0419700000,0,0.0000,0.07000000,0,0,7,7,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.23 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.23 17:00:00,0,BUY,1.0398900000,0.0000000000,12,0.0000,0.09000000,23.40000000,1.0372900000,8,8,10009,NONE,NO,2025.01.23 18:05:00,0.001298029060
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.23 18:12:12,2025_S1,EXIT_TRANSACTION,NONE,8,BUY,0.0000000000,1.0372700000,0,0.0000,0.09000000,0,0,9,9,0,STOP_LOSS_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.24 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.24 17:00:00,0,BUY,1.0516800000,0.0000000000,11,0.0000,0.06000000,21.42000000,1.0481100000,10,10,10009,NONE,NO,2025.01.24 18:05:00,0.001780612618
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.24 22:05:00,2025_S1,EXIT_ATTEMPT,2025.01.24 21:00:00,10,BUY,1.0491300000,0.0000000000,0,0.0000,0.06000000,0,0,11,11,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.24 22:05:00,2025_S1,EXIT_TRANSACTION,NONE,10,BUY,1.0491300000,1.0491300000,0,0.0000,0.06000000,0,0,11,11,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.27 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.27 17:00:00,0,BUY,1.0502800000,0.0000000000,11,0.0000,0.07000000,23.17000000,1.0469700000,12,12,10009,NONE,NO,2025.01.27 18:05:00,0.001651735004
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.27 22:05:00,2025_S1,EXIT_ATTEMPT,2025.01.27 21:00:00,12,BUY,1.0488600000,0.0000000000,0,0.0000,0.07000000,0,0,13,13,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.27 22:05:00,2025_S1,EXIT_TRANSACTION,NONE,12,BUY,1.0488600000,1.0488600000,0,0.0000,0.07000000,0,0,13,13,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.28 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.28 17:00:00,0,BUY,1.0427900000,0.0000000000,11,0.0000,0.08000000,24.80000000,1.0396900000,14,14,10009,NONE,NO,2025.01.28 18:05:00,0.001546018744
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.28 22:05:00,2025_S1,EXIT_ATTEMPT,2025.01.28 21:00:00,14,BUY,1.0430500000,0.0000000000,0,0.0000,0.08000000,0,0,15,15,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.28 22:05:00,2025_S1,EXIT_TRANSACTION,NONE,14,BUY,1.0430500000,1.0430500000,0,0.0000,0.08000000,0,0,15,15,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.29 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.29 17:00:00,0,BUY,1.0422500000,0.0000000000,11,0.0000,0.08000000,23.20000000,1.0393500000,16,16,10009,NONE,NO,2025.01.29 18:05:00,0.001448636907
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.29 21:05:53,2025_S1,EXIT_TRANSACTION,NONE,16,BUY,0.0000000000,1.0393400000,0,0.0000,0.08000000,0,0,17,17,0,STOP_LOSS_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.30 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.30 17:00:00,0,BUY,1.0428700000,0.0000000000,11,0.0000,0.06000000,21.90000000,1.0392200000,18,18,10009,NONE,NO,2025.01.30 18:05:00,0.001824657835
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.30 22:05:02,2025_S1,EXIT_ATTEMPT,2025.01.30 21:00:00,18,BUY,1.0427300000,0.0000000000,0,0.0000,0.06000000,0,0,19,19,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.30 22:05:02,2025_S1,EXIT_TRANSACTION,NONE,18,BUY,1.0427300000,1.0427300000,0,0.0000,0.06000000,0,0,19,19,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.31 18:05:00,2025_S1,ENTRY_ATTEMPT,2025.01.31 17:00:00,0,BUY,1.0393900000,0.0000000000,11,0.0000,0.07000000,24.01000000,1.0359600000,20,20,10009,NONE,NO,2025.01.31 18:05:00,0.001710897183
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.31 22:05:00,2025_S1,EXIT_ATTEMPT,2025.01.31 21:00:00,20,BUY,1.0371300000,0.0000000000,0,0.0000,0.07000000,0,0,21,21,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.01.31 22:05:00,2025_S1,EXIT_TRANSACTION,NONE,20,BUY,1.0371300000,1.0371300000,0,0.0000,0.07000000,0,0,21,21,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.02.03 18:05:35,2025_S1,ENTRY_ATTEMPT,2025.02.03 17:00:00,0,BUY,1.0313200000,0.0000000000,11,0.0000,0.04000000,24.64000000,1.0251600000,22,22,10009,NONE,NO,2025.02.03 18:05:00,0.003077093874
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2025.02.03 22:05:00,2025_S1,EXIT_ATTEMPT,2025.02.03 21:00:00,22,BUY,1.0286700000,0.0000000000,0,0.0000,0.04000000,0,0,23,23,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
