field,value
classification,RIGHT_CENSORED_OPEN_POSITION
eligible_to,2026.08.01 00:00:00
observation_time,2026.07.31 23:59:56
position_open,YES
position_ticket,12
position_identifier,12
position_type,0
volume,0.07000000
entry_price,1.1531900000
stop_loss,1.1498900000
unrealized_result_reporting_only,-13.79000000
formal_pnl_included,NO
naturally_closed_trade_included,NO
