run_id,dataset,cost_profile,execution_layer,position_identifier,symbol,direction,entry_time,exit_time,entry_price,exit_price,volume,initial_risk_amount,native_deal_net_before_external_commission,native_tester_commission,external_commission_adjustment,native_trade_net,spread_cost,swap_cost,fee_cost,adverse_entry_slippage_cost,adverse_exit_slippage_cost,native_friction,supplementary_multiplier,supplementary_charge,adjusted_trade_net,adjusted_net_R,exit_reason,holding_seconds,synthetic_equity_before,synthetic_cash_flow,synthetic_equity_after
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,4,AUDUSD,SELL,2025.01.06 10:05:00,2025.02.03 10:05:00,0.62318,0.61359,0.03,43.47,28.25,0.0,0.18,28.07,0.39,0.52,0.0,0,0,1.09,0.0,0.0,28.07,0.6457326892109501,MONTHLY_REBALANCE_EXIT,2419200.0,10000.0,32.2866344605475,10032.286634460548
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,2,EURUSD,SELL,2025.01.06 10:05:00,2025.02.03 10:05:00,1.03333,1.0218,0.02,45.72,25.58,0.0,0.12,25.459999999999997,0.24,2.52,0.0,0,0,2.88,0.0,0.0,25.459999999999997,0.5568678915135608,MONTHLY_REBALANCE_EXIT,2419200.0,10032.286634460548,27.933291525958612,10060.219925986506
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,3,GBPUSD,SELL,2025.01.06 10:05:00,2025.02.03 10:05:00,1.24576,1.22798,0.01,29.81,17.26,0.0,0.06,17.200000000000003,0.14,0.52,0.0,0,0,0.72,0.0,0.0,17.200000000000003,0.5769875880576989,MONTHLY_REBALANCE_EXIT,2419200.0,10060.219925986506,29.023110152124787,10089.24303613863
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,5,NZDUSD,SELL,2025.01.06 10:05:00,2025.02.03 10:05:00,0.56272,0.55527,0.03,41.13,22.67,0.0,0.18,22.490000000000002,0.48,0.32,0.0,0,0,0.98,0.0,0.0,22.490000000000002,0.5468028203257963,MONTHLY_REBALANCE_EXIT,2419200.0,10089.24303613863,27.584132735565014,10116.827168874195
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,6,USDCAD,BUY,2025.01.06 10:05:00,2025.02.03 10:05:00,1.43883,1.47123,0.02,35.33721181,45.44,0.0,0.12,45.32,0.16680219344884387,1.4,0.0,0,0,1.6868021934488437,0.0,0.0,45.32,1.2825007316274737,MONTHLY_REBALANCE_EXIT,2419200.0,10116.827168874195,64.87419122914929,10181.701360103345
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,7,USDCHF,BUY,2025.01.06 10:05:00,2025.02.03 10:05:00,0.9075,0.91917,0.02,43.95168401,29.05,0.0,0.12,28.93,0.3085399449035813,3.66,0.0,0,0,4.088539944903581,0.0,0.0,28.93,0.658222788310404,MONTHLY_REBALANCE_EXIT,2419200.0,10181.701360103345,33.50913929495528,10215.210499398301
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,8,USDJPY,BUY,2025.01.06 10:05:00,2025.02.03 10:05:00,157.641,155.659,0.01,25.50308321,-11.05,0.0,0.06,-11.110000000000001,0.08246585596386727,1.68,0.0,0,0,1.8224658559638671,0.0,0.0,-11.110000000000001,-0.43563360196557194,MONTHLY_REBALANCE_EXIT,2419200.0,10215.210499398301,-22.250444723447057,10192.960054674853
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,20,USDCAD,BUY,2025.02.03 10:05:01,2025.02.04 16:16:49,1.47123,1.43671,0.02,46.87234491,-48.0,0.0,0.12,-48.12,0.19031694568490312,0.05,0.0,0,0.0,0.3603169456849031,0.0,0.0,-48.12,-1.0266181496231015,STOP_LOSS_EXIT,108708.0,10192.960054674853,-52.32138895256242,10140.63866572229
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,21,USDCHF,BUY,2025.02.03 10:05:01,2025.02.05 12:38:24,0.91933,0.90087,0.02,40.16667211,-40.72,0.0,0.12,-40.839999999999996,0.34807957969390757,0.26,0.0,0,0.0,0.7280795796939076,0.0,0.0,-40.839999999999996,-1.0167633476867595,STOP_LOSS_EXIT,182003.0,10140.63866572229,-51.55314858720795,10089.085517135081
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,22,USDJPY,BUY,2025.02.03 10:05:01,2025.02.06 21:33:05,155.676,151.247,0.01,28.38255417,-28.970000000000002,0.0,0.06,-29.03,0.10277756365785351,0.31,0.0,0,0.0,0.4727775636578535,0.0,0.0,-29.03,-1.0228114011911,STOP_LOSS_EXIT,300484.0,10089.085517135081,-51.59615847258884,10037.489358662493
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,18,AUDUSD,SELL,2025.02.03 10:05:01,2025.02.07 15:30:05,0.61348,0.63032,0.03,50.49,-50.63,0.0,0.18,-50.81,0.42,0.11,0.0,0,0.0,0.71,0.0,0.0,-50.81,-1.0063378886908299,STOP_LOSS_EXIT,365104.0,10037.489358662493,-50.50552924476543,9986.983829417728
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,16,EURUSD,SELL,2025.02.03 10:05:01,2025.02.14 00:24:50,1.0217,1.04687,0.02,50.34,-49.17,0.0,0.12,-49.29,0.22,1.17,0.0,0,0.0,1.5099999999999998,0.0,0.0,-49.29,-0.9791418355184743,STOP_LOSS_EXIT,915589.0,9986.983829417728,-48.89336839014698,9938.090461027581
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,17,GBPUSD,SELL,2025.02.03 10:05:01,2025.02.14 10:39:04,1.22785,1.25923,0.01,31.37,-31.619999999999997,0.0,0.06,-31.679999999999996,0.16,0.24,0.0,0,0.0,0.45999999999999996,0.0,0.0,-31.679999999999996,-1.0098820529167993,STOP_LOSS_EXIT,952443.0,9938.090461027581,-50.18149598427698,9887.908965043303
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,19,NZDUSD,SELL,2025.02.03 10:05:01,2025.02.14 11:31:17,0.55513,0.5711,0.03,47.88,-47.76,0.0,0.18,-47.94,0.48,0.15,0.0,0,0.0,0.8099999999999999,0.0,0.0,-47.94,-1.0012531328320802,STOP_LOSS_EXIT,955576.0,9887.908965043303,-49.501499142040096,9838.407465901264
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,32,AUDUSD,BUY,2025.03.03 10:05:00,2025.04.04 14:32:01,0.62193,0.60553,0.03,48.33,-50.95,0.0,0.18,-51.13,0.42,1.75,0.0,0,0.0,2.35,0.0,0.0,-51.13,-1.0579350300020691,STOP_LOSS_EXIT,2780821.0,9838.407465901264,-52.041979488054174,9786.36548641321
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,30,EURUSD,BUY,2025.03.03 10:05:00,2025.04.07 10:05:00,1.04036,1.10174,0.02,43.04,116.06,0.0,0.12,115.94,0.24,6.7,0.0,0,0,7.0600000000000005,0.0,0.0,115.94,2.6937732342007434,MONTHLY_REBALANCE_EXIT,3024000.0,9786.36548641321,131.81124703702923,9918.176733450238
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,31,GBPUSD,BUY,2025.03.03 10:05:00,2025.04.07 10:05:00,1.26012,1.29117,0.01,24.69,30.05,0.0,0.06,29.990000000000002,0.14,1.0,0.0,0,0,1.2,0.0,0.0,29.990000000000002,1.214661806399352,MONTHLY_REBALANCE_EXIT,3024000.0,9918.176733450238,60.23615233620345,9978.412885786442
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,33,NZDUSD,BUY,2025.03.03 10:05:00,2025.04.07 10:05:00,0.56025,0.55731,0.03,47.73,-11.67,0.0,0.18,-11.85,0.48,2.85,0.0,0,0,3.51,0.0,0.0,-11.85,-0.2482715273412948,MONTHLY_REBALANCE_EXIT,3024000.0,9978.412885786442,-12.386779037981285,9966.02610674846
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,34,USDCAD,SELL,2025.03.03 10:05:00,2025.04.07 10:05:00,1.44401,1.42449,0.03,47.62965386,34.45,0.0,0.18,34.27,0.3324076703069923,6.66,0.0,0,0,7.172407670306993,0.0,0.0,34.27,0.7195097428322987,MONTHLY_REBALANCE_EXIT,3024000.0,9966.02610674846,35.85326440563281,10001.879371154093
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,35,USDCHF,SELL,2025.03.03 10:05:00,2025.04.07 10:05:00,0.90135,0.84798,0.02,39.91696915,116.72,0.0,0.12,116.6,0.35502302102401956,9.16,0.0,0,0,9.63502302102402,0.0,0.0,116.6,2.9210634595487566,MONTHLY_REBALANCE_EXIT,3024000.0,10001.879371154093,146.0806217894636,10147.959992943557
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,36,USDJPY,SELL,2025.03.03 10:05:00,2025.04.07 10:05:00,150.081,145.183,0.01,29.80554986,29.240000000000002,0.0,0.06,29.180000000000003,0.08661989192502716,4.5,0.0,0,0,4.6466198919250274,0.0,0.0,29.180000000000003,0.9790123026436931,MONTHLY_REBALANCE_EXIT,3024000.0,10147.959992943557,49.674888399138744,10197.634881342696
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,46,AUDUSD,BUY,2025.04.07 10:05:01,2025.05.05 10:05:00,0.60202,0.64667,0.01,25.32,44.129999999999995,0.0,0.06,44.06999999999999,0.14,0.52,0.0,0,0,0.72,0.0,0.0,44.06999999999999,1.7405213270142177,MONTHLY_REBALANCE_EXIT,2419199.0,10197.634881342696,88.74600498040532,10286.3808863231
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,44,EURUSD,BUY,2025.04.07 10:05:01,2025.05.05 10:05:00,1.10178,1.13212,0.01,31.22,27.58,0.0,0.06,27.52,0.11,2.76,0.0,0,0,2.9299999999999997,0.0,0.0,27.52,0.8814862267777066,MONTHLY_REBALANCE_EXIT,2419199.0,10286.3808863231,45.33651537341636,10331.717401696516
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,45,GBPUSD,BUY,2025.04.07 10:05:01,2025.05.05 10:05:00,1.29127,1.32762,0.01,30.83,35.550000000000004,0.0,0.06,35.49,0.17,0.8,0.0,0,0,1.03,0.0,0.0,35.49,1.1511514758352255,MONTHLY_REBALANCE_EXIT,2419199.0,10331.717401696516,59.466858674377136,10391.184260370894
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,47,NZDUSD,BUY,2025.04.07 10:05:01,2025.05.05 10:05:00,0.55745,0.59682,0.02,45.18,77.1,0.0,0.12,76.97999999999999,0.32,1.64,0.0,0,0,2.08,0.0,0.0,76.97999999999999,1.7038512616201857,MONTHLY_REBALANCE_EXIT,2419199.0,10391.184260370894,88.52516205880382,10479.709422429698
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,48,USDCAD,SELL,2025.04.07 10:05:01,2025.05.05 10:05:00,1.42435,1.3818,0.02,43.78168134,57.940000000000005,0.0,0.12,57.82000000000001,0.21062238915996773,3.65,0.0,0,0,3.9806223891599677,0.0,0.0,57.82000000000001,1.3206436626081388,MONTHLY_REBALANCE_EXIT,2419199.0,10479.709422429698,69.1998091735329,10548.909231603231
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,49,USDCHF,SELL,2025.04.07 10:05:01,2025.05.05 10:05:00,0.84779,0.82674,0.01,26.38531764,21.55,0.0,0.06,21.490000000000002,0.18872598166998902,3.91,0.0,0,0,4.158725981669989,0.0,0.0,21.490000000000002,0.8144681179589545,MONTHLY_REBALANCE_EXIT,2419199.0,10548.909231603231,42.95875124191862,10591.86798284515
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,50,USDJPY,SELL,2025.04.07 10:05:01,2025.05.05 10:05:00,145.148,144.358,0.01,32.78982138,1.8099999999999996,0.0,0.06,1.7499999999999996,0.11023231460302588,3.66,0.0,0,0,3.830232314603026,0.0,0.0,1.7499999999999996,0.05337022058520282,MONTHLY_REBALANCE_EXIT,2419199.0,10591.86798284515,2.8264516532689643,10594.694434498419
01-v28-2025-development-native,V28_2025_DEVELOPMENT,NORMAL,NATIVE_NORMAL_EXECUTION,60,AUDUSD,BUY,2025.05.05 10:05:01,2025.06.02 10:05:00,0.64681,0.64716,0.02,40.22,-0.3800000000000001,0.0,0.12,-0.5000000000000001,0.28,1.08,0.0,0,0,1.48,0.0,0.0,-0.5000000000000001,-0.012431626056688218,MONTHLY_REBALANCE_EXIT,2419199.0,10594.694434498419,-0.6585463969728009,10594.035888101445
