schema,dataset,target,symbol,orientation,dollar_factor_return,factor_side,chart_direction,recent_h1,recent_close,anchor_h1,anchor_close,scheduled_exit
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.03.03 10:05:00,AUDUSD,1,0.019840716326,LONG_FOREIGN_FACTOR,BUY,2025.03.03 09:00:00,0.6216900000,2025.02.03 09:00:00,0.6134300000,2025.04.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.03.03 10:05:00,NZDUSD,1,0.019840716326,LONG_FOREIGN_FACTOR,BUY,2025.03.03 09:00:00,0.5601100000,2025.02.03 09:00:00,0.5551200000,2025.04.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.03.03 10:05:00,USDCAD,-1,0.019840716326,LONG_FOREIGN_FACTOR,SELL,2025.03.03 09:00:00,1.4439300000,2025.02.03 09:00:00,1.4716500000,2025.04.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.03.03 10:05:00,USDCHF,-1,0.019840716326,LONG_FOREIGN_FACTOR,SELL,2025.03.03 09:00:00,0.9015700000,2025.02.03 09:00:00,0.9186200000,2025.04.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.03.03 10:05:00,USDJPY,-1,0.019840716326,LONG_FOREIGN_FACTOR,SELL,2025.03.03 09:00:00,150.1560000000,2025.02.03 09:00:00,155.6180000000,2025.04.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.04.07 10:05:00,EURUSD,1,0.020692112824,LONG_FOREIGN_FACTOR,BUY,2025.04.07 09:00:00,1.1001900000,2025.03.03 09:00:00,1.0405500000,2025.05.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.04.07 10:05:00,GBPUSD,1,0.020692112824,LONG_FOREIGN_FACTOR,BUY,2025.04.07 09:00:00,1.2900300000,2025.03.03 09:00:00,1.2600700000,2025.05.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.04.07 10:05:00,AUDUSD,1,0.020692112824,LONG_FOREIGN_FACTOR,BUY,2025.04.07 09:00:00,0.6011300000,2025.03.03 09:00:00,0.6216900000,2025.05.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.04.07 10:05:00,NZDUSD,1,0.020692112824,LONG_FOREIGN_FACTOR,BUY,2025.04.07 09:00:00,0.5567600000,2025.03.03 09:00:00,0.5601100000,2025.05.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.04.07 10:05:00,USDCAD,-1,0.020692112824,LONG_FOREIGN_FACTOR,SELL,2025.04.07 09:00:00,1.4252900000,2025.03.03 09:00:00,1.4439300000,2025.05.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.04.07 10:05:00,USDCHF,-1,0.020692112824,LONG_FOREIGN_FACTOR,SELL,2025.04.07 09:00:00,0.8491300000,2025.03.03 09:00:00,0.9015700000,2025.05.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.04.07 10:05:00,USDJPY,-1,0.020692112824,LONG_FOREIGN_FACTOR,SELL,2025.04.07 09:00:00,145.3800000000,2025.03.03 09:00:00,150.1560000000,2025.05.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.05.05 10:05:00,EURUSD,1,0.038228656775,LONG_FOREIGN_FACTOR,BUY,2025.05.05 09:00:00,1.1325400000,2025.04.07 09:00:00,1.1001900000,2025.06.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.05.05 10:05:00,GBPUSD,1,0.038228656775,LONG_FOREIGN_FACTOR,BUY,2025.05.05 09:00:00,1.3280000000,2025.04.07 09:00:00,1.2900300000,2025.06.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.05.05 10:05:00,AUDUSD,1,0.038228656775,LONG_FOREIGN_FACTOR,BUY,2025.05.05 09:00:00,0.6469400000,2025.04.07 09:00:00,0.6011300000,2025.06.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.05.05 10:05:00,NZDUSD,1,0.038228656775,LONG_FOREIGN_FACTOR,BUY,2025.05.05 09:00:00,0.5970800000,2025.04.07 09:00:00,0.5567600000,2025.06.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.05.05 10:05:00,USDCAD,-1,0.038228656775,LONG_FOREIGN_FACTOR,SELL,2025.05.05 09:00:00,1.3811400000,2025.04.07 09:00:00,1.4252900000,2025.06.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.05.05 10:05:00,USDCHF,-1,0.038228656775,LONG_FOREIGN_FACTOR,SELL,2025.05.05 09:00:00,0.8261400000,2025.04.07 09:00:00,0.8491300000,2025.06.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.05.05 10:05:00,USDJPY,-1,0.038228656775,LONG_FOREIGN_FACTOR,SELL,2025.05.05 09:00:00,144.3170000000,2025.04.07 09:00:00,145.3800000000,2025.06.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.06.02 10:05:00,EURUSD,1,0.007654886776,LONG_FOREIGN_FACTOR,BUY,2025.06.02 09:00:00,1.1400400000,2025.05.05 09:00:00,1.1325400000,2025.07.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.06.02 10:05:00,GBPUSD,1,0.007654886776,LONG_FOREIGN_FACTOR,BUY,2025.06.02 09:00:00,1.3530600000,2025.05.05 09:00:00,1.3280000000,2025.07.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.06.02 10:05:00,AUDUSD,1,0.007654886776,LONG_FOREIGN_FACTOR,BUY,2025.06.02 09:00:00,0.6466500000,2025.05.05 09:00:00,0.6469400000,2025.07.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.06.02 10:05:00,NZDUSD,1,0.007654886776,LONG_FOREIGN_FACTOR,BUY,2025.06.02 09:00:00,0.6003700000,2025.05.05 09:00:00,0.5970800000,2025.07.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.06.02 10:05:00,USDCAD,-1,0.007654886776,LONG_FOREIGN_FACTOR,SELL,2025.06.02 09:00:00,1.3700100000,2025.05.05 09:00:00,1.3811400000,2025.07.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.06.02 10:05:00,USDCHF,-1,0.007654886776,LONG_FOREIGN_FACTOR,SELL,2025.06.02 09:00:00,0.8199500000,2025.05.05 09:00:00,0.8261400000,2025.07.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.06.02 10:05:00,USDJPY,-1,0.007654886776,LONG_FOREIGN_FACTOR,SELL,2025.06.02 09:00:00,143.2200000000,2025.05.05 09:00:00,144.3170000000,2025.07.07 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.07.07 10:05:00,EURUSD,1,0.009510960200,LONG_FOREIGN_FACTOR,BUY,2025.07.07 09:00:00,1.1755200000,2025.06.02 09:00:00,1.1400400000,2025.08.04 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.07.07 10:05:00,GBPUSD,1,0.009510960200,LONG_FOREIGN_FACTOR,BUY,2025.07.07 09:00:00,1.3612100000,2025.06.02 09:00:00,1.3530600000,2025.08.04 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.07.07 10:05:00,AUDUSD,1,0.009510960200,LONG_FOREIGN_FACTOR,BUY,2025.07.07 09:00:00,0.6507800000,2025.06.02 09:00:00,0.6466500000,2025.08.04 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.07.07 10:05:00,NZDUSD,1,0.009510960200,LONG_FOREIGN_FACTOR,BUY,2025.07.07 09:00:00,0.6011100000,2025.06.02 09:00:00,0.6003700000,2025.08.04 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.07.07 10:05:00,USDCAD,-1,0.009510960200,LONG_FOREIGN_FACTOR,SELL,2025.07.07 09:00:00,1.3644800000,2025.06.02 09:00:00,1.3700100000,2025.08.04 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.07.07 10:05:00,USDCHF,-1,0.009510960200,LONG_FOREIGN_FACTOR,SELL,2025.07.07 09:00:00,0.7951200000,2025.06.02 09:00:00,0.8199500000,2025.08.04 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.07.07 10:05:00,USDJPY,-1,0.009510960200,LONG_FOREIGN_FACTOR,SELL,2025.07.07 09:00:00,145.0170000000,2025.06.02 09:00:00,143.2200000000,2025.08.04 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.08.04 10:05:00,EURUSD,1,-0.015783162472,SHORT_FOREIGN_FACTOR,SELL,2025.08.04 09:00:00,1.1563000000,2025.07.07 09:00:00,1.1755200000,2025.09.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.08.04 10:05:00,GBPUSD,1,-0.015783162472,SHORT_FOREIGN_FACTOR,SELL,2025.08.04 09:00:00,1.3276100000,2025.07.07 09:00:00,1.3612100000,2025.09.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.08.04 10:05:00,AUDUSD,1,-0.015783162472,SHORT_FOREIGN_FACTOR,SELL,2025.08.04 09:00:00,0.6473200000,2025.07.07 09:00:00,0.6507800000,2025.09.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.08.04 10:05:00,NZDUSD,1,-0.015783162472,SHORT_FOREIGN_FACTOR,SELL,2025.08.04 09:00:00,0.5906100000,2025.07.07 09:00:00,0.6011100000,2025.09.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.08.04 10:05:00,USDCAD,-1,-0.015783162472,SHORT_FOREIGN_FACTOR,BUY,2025.08.04 09:00:00,1.3783300000,2025.07.07 09:00:00,1.3644800000,2025.09.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.08.04 10:05:00,USDCHF,-1,-0.015783162472,SHORT_FOREIGN_FACTOR,BUY,2025.08.04 09:00:00,0.8082900000,2025.07.07 09:00:00,0.7951200000,2025.09.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.08.04 10:05:00,USDJPY,-1,-0.015783162472,SHORT_FOREIGN_FACTOR,BUY,2025.08.04 09:00:00,147.8760000000,2025.07.07 09:00:00,145.0170000000,2025.09.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.09.01 10:05:00,EURUSD,1,0.008879595416,LONG_FOREIGN_FACTOR,BUY,2025.09.01 09:00:00,1.1724500000,2025.08.04 09:00:00,1.1563000000,2025.10.06 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.09.01 10:05:00,GBPUSD,1,0.008879595416,LONG_FOREIGN_FACTOR,BUY,2025.09.01 09:00:00,1.3531000000,2025.08.04 09:00:00,1.3276100000,2025.10.06 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.09.01 10:05:00,AUDUSD,1,0.008879595416,LONG_FOREIGN_FACTOR,BUY,2025.09.01 09:00:00,0.6542100000,2025.08.04 09:00:00,0.6473200000,2025.10.06 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.09.01 10:05:00,NZDUSD,1,0.008879595416,LONG_FOREIGN_FACTOR,BUY,2025.09.01 09:00:00,0.5896400000,2025.08.04 09:00:00,0.5906100000,2025.10.06 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.09.01 10:05:00,USDCAD,-1,0.008879595416,LONG_FOREIGN_FACTOR,SELL,2025.09.01 09:00:00,1.3747200000,2025.08.04 09:00:00,1.3783300000,2025.10.06 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.09.01 10:05:00,USDCHF,-1,0.008879595416,LONG_FOREIGN_FACTOR,SELL,2025.09.01 09:00:00,0.7992200000,2025.08.04 09:00:00,0.8082900000,2025.10.06 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.09.01 10:05:00,USDJPY,-1,0.008879595416,LONG_FOREIGN_FACTOR,SELL,2025.09.01 09:00:00,146.9300000000,2025.08.04 09:00:00,147.8760000000,2025.10.06 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.10.06 10:05:00,EURUSD,1,-0.006171084527,SHORT_FOREIGN_FACTOR,SELL,2025.10.06 09:00:00,1.1692900000,2025.09.01 09:00:00,1.1724500000,2025.11.03 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.10.06 10:05:00,GBPUSD,1,-0.006171084527,SHORT_FOREIGN_FACTOR,SELL,2025.10.06 09:00:00,1.3440800000,2025.09.01 09:00:00,1.3531000000,2025.11.03 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.10.06 10:05:00,AUDUSD,1,-0.006171084527,SHORT_FOREIGN_FACTOR,SELL,2025.10.06 09:00:00,0.6608700000,2025.09.01 09:00:00,0.6542100000,2025.11.03 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.10.06 10:05:00,NZDUSD,1,-0.006171084527,SHORT_FOREIGN_FACTOR,SELL,2025.10.06 09:00:00,0.5833700000,2025.09.01 09:00:00,0.5896400000,2025.11.03 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.10.06 10:05:00,USDCAD,-1,-0.006171084527,SHORT_FOREIGN_FACTOR,BUY,2025.10.06 09:00:00,1.3946500000,2025.09.01 09:00:00,1.3747200000,2025.11.03 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.10.06 10:05:00,USDCHF,-1,-0.006171084527,SHORT_FOREIGN_FACTOR,BUY,2025.10.06 09:00:00,0.7976200000,2025.09.01 09:00:00,0.7992200000,2025.11.03 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.10.06 10:05:00,USDJPY,-1,-0.006171084527,SHORT_FOREIGN_FACTOR,BUY,2025.10.06 09:00:00,150.0270000000,2025.09.01 09:00:00,146.9300000000,2025.11.03 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.11.03 10:05:00,EURUSD,1,-0.014992006799,SHORT_FOREIGN_FACTOR,SELL,2025.11.03 09:00:00,1.1539200000,2025.10.06 09:00:00,1.1692900000,2025.12.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.11.03 10:05:00,GBPUSD,1,-0.014992006799,SHORT_FOREIGN_FACTOR,SELL,2025.11.03 09:00:00,1.3137300000,2025.10.06 09:00:00,1.3440800000,2025.12.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.11.03 10:05:00,AUDUSD,1,-0.014992006799,SHORT_FOREIGN_FACTOR,SELL,2025.11.03 09:00:00,0.6552700000,2025.10.06 09:00:00,0.6608700000,2025.12.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.11.03 10:05:00,NZDUSD,1,-0.014992006799,SHORT_FOREIGN_FACTOR,SELL,2025.11.03 09:00:00,0.5723000000,2025.10.06 09:00:00,0.5833700000,2025.12.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.11.03 10:05:00,USDCAD,-1,-0.014992006799,SHORT_FOREIGN_FACTOR,BUY,2025.11.03 09:00:00,1.4018100000,2025.10.06 09:00:00,1.3946500000,2025.12.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.11.03 10:05:00,USDCHF,-1,-0.014992006799,SHORT_FOREIGN_FACTOR,BUY,2025.11.03 09:00:00,0.8050600000,2025.10.06 09:00:00,0.7976200000,2025.12.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.11.03 10:05:00,USDJPY,-1,-0.014992006799,SHORT_FOREIGN_FACTOR,BUY,2025.11.03 09:00:00,154.1020000000,2025.10.06 09:00:00,150.0270000000,2025.12.01 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.12.01 10:05:00,EURUSD,1,0.001520466073,LONG_FOREIGN_FACTOR,BUY,2025.12.01 09:00:00,1.1606400000,2025.11.03 09:00:00,1.1539200000,2026.01.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.12.01 10:05:00,GBPUSD,1,0.001520466073,LONG_FOREIGN_FACTOR,BUY,2025.12.01 09:00:00,1.3219400000,2025.11.03 09:00:00,1.3137300000,2026.01.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.12.01 10:05:00,AUDUSD,1,0.001520466073,LONG_FOREIGN_FACTOR,BUY,2025.12.01 09:00:00,0.6549700000,2025.11.03 09:00:00,0.6552700000,2026.01.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.12.01 10:05:00,NZDUSD,1,0.001520466073,LONG_FOREIGN_FACTOR,BUY,2025.12.01 09:00:00,0.5735600000,2025.11.03 09:00:00,0.5723000000,2026.01.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.12.01 10:05:00,USDCAD,-1,0.001520466073,LONG_FOREIGN_FACTOR,SELL,2025.12.01 09:00:00,1.3977600000,2025.11.03 09:00:00,1.4018100000,2026.01.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.12.01 10:05:00,USDCHF,-1,0.001520466073,LONG_FOREIGN_FACTOR,SELL,2025.12.01 09:00:00,0.8033900000,2025.11.03 09:00:00,0.8050600000,2026.01.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2025.12.01 10:05:00,USDJPY,-1,0.001520466073,LONG_FOREIGN_FACTOR,SELL,2025.12.01 09:00:00,155.3560000000,2025.11.03 09:00:00,154.1020000000,2026.01.05 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.01.05 10:05:00,EURUSD,1,0.008441334468,LONG_FOREIGN_FACTOR,BUY,2026.01.05 09:00:00,1.1685500000,2025.12.01 09:00:00,1.1606400000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.01.05 10:05:00,GBPUSD,1,0.008441334468,LONG_FOREIGN_FACTOR,BUY,2026.01.05 09:00:00,1.3422100000,2025.12.01 09:00:00,1.3219400000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.01.05 10:05:00,AUDUSD,1,0.008441334468,LONG_FOREIGN_FACTOR,BUY,2026.01.05 09:00:00,0.6676100000,2025.12.01 09:00:00,0.6549700000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.01.05 10:05:00,NZDUSD,1,0.008441334468,LONG_FOREIGN_FACTOR,BUY,2026.01.05 09:00:00,0.5748700000,2025.12.01 09:00:00,0.5735600000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.01.05 10:05:00,USDCAD,-1,0.008441334468,LONG_FOREIGN_FACTOR,SELL,2026.01.05 09:00:00,1.3777300000,2025.12.01 09:00:00,1.3977600000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.01.05 10:05:00,USDCHF,-1,0.008441334468,LONG_FOREIGN_FACTOR,SELL,2026.01.05 09:00:00,0.7940600000,2025.12.01 09:00:00,0.8033900000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.01.05 10:05:00,USDJPY,-1,0.008441334468,LONG_FOREIGN_FACTOR,SELL,2026.01.05 09:00:00,156.9850000000,2025.12.01 09:00:00,155.3560000000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.02.02 10:05:00,EURUSD,1,0.023558743650,LONG_FOREIGN_FACTOR,BUY,2026.02.02 09:00:00,1.1852900000,2026.01.05 09:00:00,1.1685500000,2026.03.02 10:05:00
SOLTRADE_PHASE6_V28_SIGNAL_V1,V28_FXIFY_CONTINUOUS,2026.02.02 10:05:00,GBPUSD,1,0.023558743650,LONG_FOREIGN_FACTOR,BUY,2026.02.02 09:00:00,1.3678900000,2026.01.05 09:00:00,1.3422100000,2026.03.02 10:05:00
