dataset,source_segment_closed_profit_usd_not_continuous,trade_count,buy_count,buy_net_usd,sell_count,sell_net_usd,largest_trade_usd,largest_loss_usd
V28_2025_DEVELOPMENT,349.17313028439804,70,36,298.77430423615334,34,50.398826048244786,139.71322503349202,-67.02258504441697
V28_2026_PRESEAL_DEVELOPMENT,180.1325195106944,35,18,277.12440130286257,17,-96.99188179216816,120.74151888839623,-56.45440934759148
