execution_profile,event,time,position_identifier,symbol,volume,cash,closed_balance,exit_reason
200MS,NATURAL_ENTRY,2025.09.01 10:05:00.946,103,NZDUSD,0.03,0.0,9782.105000000001,
200MS,NATURAL_ENTRY,2025.09.01 10:05:01.146,104,USDCAD,0.04,0.0,9782.105000000001,
200MS,NATURAL_ENTRY,2025.09.01 10:05:01.346,105,USDCHF,0.02,0.0,9782.105000000001,
200MS,NATURAL_ENTRY,2025.09.01 10:05:01.546,106,USDJPY,0.02,0.0,9782.105000000001,
200MS,NATURAL_EXIT,2025.09.25 15:52:27.480,104,USDCAD,0.04,-54.85,9727.255000000001,STOP_LOSS_EXIT
200MS,NATURAL_EXIT,2025.10.06 07:37:36.016,106,USDJPY,0.02,-52.96999999999999,9674.285000000002,STOP_LOSS_EXIT
200MS,NATURAL_EXIT,2025.10.06 10:05:00.532,100,EURUSD,0.02,-12.339999999999998,9661.945000000002,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.10.06 10:05:00.732,101,GBPUSD,0.02,-19.240000000000002,9642.705000000002,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.10.06 10:05:00.932,102,AUDUSD,0.03,18.36,9661.065000000002,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.10.06 10:05:01.132,103,NZDUSD,0.03,-21.810000000000002,9639.255000000003,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.10.06 10:05:01.332,105,USDCHF,0.02,-6.17,9633.085000000003,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_ENTRY,2025.10.06 10:05:02.250,114,EURUSD,0.02,0.0,9633.085000000003,
200MS,NATURAL_ENTRY,2025.10.06 10:05:02.450,115,GBPUSD,0.01,0.0,9633.085000000003,
200MS,NATURAL_ENTRY,2025.10.06 10:05:02.650,116,AUDUSD,0.03,0.0,9633.085000000003,
200MS,NATURAL_ENTRY,2025.10.06 10:05:02.850,117,NZDUSD,0.03,0.0,9633.085000000003,
200MS,NATURAL_ENTRY,2025.10.06 10:05:03.050,118,USDCAD,0.04,0.0,9633.085000000003,
200MS,NATURAL_ENTRY,2025.10.06 10:05:03.250,119,USDCHF,0.02,0.0,9633.085000000003,
200MS,NATURAL_ENTRY,2025.10.06 10:05:03.450,120,USDJPY,0.02,0.0,9633.085000000003,
200MS,NATURAL_EXIT,2025.11.03 10:05:00.595,114,EURUSD,0.02,35.220000000000006,9668.305000000002,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.11.03 10:05:00.795,115,GBPUSD,0.01,30.840000000000007,9699.145000000002,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.11.03 10:05:00.995,116,AUDUSD,0.03,17.6,9716.745000000003,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.11.03 10:05:01.195,117,NZDUSD,0.03,34.22,9750.965000000002,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.11.03 10:05:01.395,118,USDCAD,0.04,23.270000000000007,9774.235000000002,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.11.03 10:05:01.595,119,USDCHF,0.02,22.659999999999997,9796.895000000002,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.11.03 10:05:01.795,120,USDJPY,0.02,57.29000000000001,9854.185000000003,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_ENTRY,2025.11.03 10:05:02.514,128,EURUSD,0.02,0.0,9854.185000000003,
200MS,NATURAL_ENTRY,2025.11.03 10:05:02.714,129,GBPUSD,0.02,0.0,9854.185000000003,
200MS,NATURAL_ENTRY,2025.11.03 10:05:02.914,130,AUDUSD,0.03,0.0,9854.185000000003,
200MS,NATURAL_ENTRY,2025.11.03 10:05:03.114,131,NZDUSD,0.04,0.0,9854.185000000003,
200MS,NATURAL_ENTRY,2025.11.03 10:05:03.314,132,USDCAD,0.04,0.0,9854.185000000003,
200MS,NATURAL_ENTRY,2025.11.03 10:05:03.514,133,USDCHF,0.02,0.0,9854.185000000003,
200MS,NATURAL_ENTRY,2025.11.03 10:05:03.714,134,USDJPY,0.02,0.0,9854.185000000003,
200MS,NATURAL_EXIT,2025.11.14 14:23:02.942,133,USDCHF,0.02,-37.28,9816.905000000002,STOP_LOSS_EXIT
200MS,NATURAL_EXIT,2025.12.01 10:05:00.849,128,EURUSD,0.02,-12.153333333333336,9804.751666666669,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.12.01 10:05:01.049,129,GBPUSD,0.02,-17.740000000000002,9787.011666666669,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.12.01 10:05:01.249,130,AUDUSD,0.03,-0.10000000000000003,9786.911666666669,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.12.01 10:05:01.449,131,NZDUSD,0.04,-5.439999999999999,9781.471666666668,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.12.01 10:05:01.649,132,USDCAD,0.04,-8.42,9773.051666666668,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2025.12.01 10:05:01.849,134,USDJPY,0.02,19.189999999999998,9792.241666666669,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_ENTRY,2025.12.01 10:05:02.468,142,EURUSD,0.03,0.0,9792.241666666669,
200MS,NATURAL_ENTRY,2025.12.01 10:05:02.668,143,GBPUSD,0.02,0.0,9792.241666666669,
200MS,NATURAL_ENTRY,2025.12.01 10:05:02.868,144,AUDUSD,0.03,0.0,9792.241666666669,
200MS,NATURAL_ENTRY,2025.12.01 10:05:03.068,145,NZDUSD,0.03,0.0,9792.241666666669,
200MS,NATURAL_ENTRY,2025.12.01 10:05:03.268,146,USDCAD,0.04,0.0,9792.241666666669,
200MS,NATURAL_ENTRY,2025.12.01 10:05:03.468,147,USDCHF,0.02,0.0,9792.241666666669,
200MS,NATURAL_ENTRY,2025.12.01 10:05:03.668,148,USDJPY,0.02,0.0,9792.241666666669,
200MS,NATURAL_EXIT,2026.01.05 10:05:00.253,142,EURUSD,0.03,13.459999999999999,9805.701666666668,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.01.05 10:05:00.453,143,GBPUSD,0.02,39.28,9844.981666666668,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.01.05 10:05:00.653,144,AUDUSD,0.03,35.02,9880.001666666669,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.01.05 10:05:00.853,145,NZDUSD,0.03,0.36999999999999983,9880.37166666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.01.05 10:05:01.053,146,USDCAD,0.04,50.44999999999999,9930.82166666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.01.05 10:05:01.253,147,USDCHF,0.02,11.84,9942.66166666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.01.05 10:05:01.453,148,USDJPY,0.02,-28.48,9914.181666666671,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_ENTRY,2026.01.05 10:05:03.376,156,EURUSD,0.03,0.0,9914.181666666671,
200MS,NATURAL_ENTRY,2026.01.05 10:05:03.576,157,GBPUSD,0.02,0.0,9914.181666666671,
200MS,NATURAL_ENTRY,2026.01.05 10:05:03.776,158,AUDUSD,0.04,0.0,9914.181666666671,
200MS,NATURAL_ENTRY,2026.01.05 10:05:03.976,159,NZDUSD,0.03,0.0,9914.181666666671,
200MS,NATURAL_ENTRY,2026.01.05 10:05:04.176,160,USDCAD,0.04,0.0,9914.181666666671,
200MS,NATURAL_ENTRY,2026.01.05 10:05:04.376,161,USDCHF,0.03,0.0,9914.181666666671,
200MS,NATURAL_ENTRY,2026.01.05 10:05:04.576,162,USDJPY,0.02,0.0,9914.181666666671,
200MS,NATURAL_EXIT,2026.01.09 23:12:18.766,160,USDCAD,0.04,-41.832,9872.34966666667,STOP_LOSS_EXIT
200MS,NATURAL_EXIT,2026.02.02 10:05:00.205,156,EURUSD,0.03,42.43,9914.77966666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.02.02 10:05:00.405,157,GBPUSD,0.02,50.660000000000004,9965.43966666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.02.02 10:05:00.605,158,AUDUSD,0.04,105.52,10070.959666666671,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.02.02 10:05:00.805,159,NZDUSD,0.03,75.3,10146.25966666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.02.02 10:05:01.005,161,USDCHF,0.03,69.50999999999999,10215.76966666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.02.02 10:05:01.205,162,USDJPY,0.02,18.61,10234.379666666671,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_ENTRY,2026.02.02 10:05:01.420,170,EURUSD,0.01,0.0,10234.379666666671,
200MS,NATURAL_ENTRY,2026.02.02 10:05:01.620,171,GBPUSD,0.01,0.0,10234.379666666671,
200MS,NATURAL_ENTRY,2026.02.02 10:05:01.820,172,AUDUSD,0.02,0.0,10234.379666666671,
200MS,NATURAL_ENTRY,2026.02.02 10:05:02.020,173,NZDUSD,0.02,0.0,10234.379666666671,
200MS,NATURAL_ENTRY,2026.02.02 10:05:02.220,174,USDCAD,0.03,0.0,10234.379666666671,
200MS,NATURAL_ENTRY,2026.02.02 10:05:02.420,175,USDCHF,0.01,0.0,10234.379666666671,
200MS,NATURAL_ENTRY,2026.02.02 10:05:02.620,176,USDJPY,0.01,0.0,10234.379666666671,
200MS,NATURAL_EXIT,2026.03.02 08:23:32.316,171,GBPUSD,0.01,-30.16,10204.219666666671,STOP_LOSS_EXIT
200MS,NATURAL_EXIT,2026.03.02 10:05:00.348,170,EURUSD,0.01,-16.99,10187.229666666672,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.03.02 10:05:00.548,172,AUDUSD,0.02,21.72,10208.949666666671,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.03.02 10:05:00.748,173,NZDUSD,0.02,-14.540000000000003,10194.40966666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.03.02 10:05:00.948,174,USDCAD,0.03,-7.249999999999999,10187.15966666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.03.02 10:05:01.148,175,USDCHF,0.01,-3.81,10183.34966666667,MONTHLY_REBALANCE_EXIT
200MS,NATURAL_EXIT,2026.03.02 10:05:01.348,176,USDJPY,0.01,-17.049999999999997,10166.299666666671,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.07.07 10:05:01.010,88,AUDUSD,0.02,0.0,10000.0,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.07.07 10:05:01.010,86,EURUSD,0.02,0.0,10000.0,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.07.07 10:05:01.010,87,GBPUSD,0.01,0.0,10000.0,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.07.07 10:05:01.010,89,NZDUSD,0.02,0.0,10000.0,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.07.07 10:05:01.010,90,USDCAD,0.02,0.0,10000.0,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.07.07 10:05:01.010,91,USDCHF,0.02,0.0,10000.0,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.07.07 10:05:01.010,92,USDJPY,0.01,0.0,10000.0,
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.07.15 17:01:07.170,92,USDJPY,0.01,-25.95412143698971,9974.04587856301,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.07.29 10:10:28.151,86,EURUSD,0.02,-48.953399999999995,9925.09247856301,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.07.29 16:14:22.622,87,GBPUSD,0.01,-31.237479999999998,9893.85499856301,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.07.30 22:20:33.654,91,USDCHF,0.02,-52.29958883101023,9841.555409732,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.08.04 10:05:00.483,88,AUDUSD,0.02,-7.35336,9834.202049732,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.08.04 10:05:00.483,89,NZDUSD,0.02,-22.929120000000005,9811.272929732,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.08.04 10:05:00.483,90,USDCAD,0.02,-23.0825941435623,9788.190335588439,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.09.01 10:05:00.146,102,AUDUSD,0.03,0.0,9788.190335588439,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.09.01 10:05:00.146,100,EURUSD,0.02,0.0,9788.190335588439,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.09.01 10:05:00.146,101,GBPUSD,0.02,0.0,9788.190335588439,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.09.01 10:05:00.146,103,NZDUSD,0.03,0.0,9788.190335588439,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.09.01 10:05:00.146,104,USDCAD,0.04,0.0,9788.190335588439,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.09.01 10:05:00.146,105,USDCHF,0.02,0.0,9788.190335588439,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.09.01 10:05:00.146,106,USDJPY,0.02,0.0,9788.190335588439,
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.09.25 15:52:27.480,104,USDCAD,0.04,-53.02020382002784,9735.170131768411,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.10.06 07:37:36.016,106,USDJPY,0.02,-50.89841039448305,9684.271721373929,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.10.06 10:05:00.332,100,EURUSD,0.02,-10.409499999999998,9673.862221373929,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.10.06 10:05:00.332,101,GBPUSD,0.02,-18.0838,9655.778421373929,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.10.06 10:05:00.332,102,AUDUSD,0.03,20.787450000000003,9676.565871373929,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.10.06 10:05:00.332,103,NZDUSD,0.03,-21.3096,9655.256271373928,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.10.06 10:05:00.332,105,USDCHF,0.02,-4.5902217546653405,9650.666049619264,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.10.06 10:05:01.141,116,AUDUSD,0.03,0.0,9650.666049619264,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.10.06 10:05:01.141,114,EURUSD,0.02,0.0,9650.666049619264,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.10.06 10:05:01.141,115,GBPUSD,0.01,0.0,9650.666049619264,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.10.06 10:05:01.141,117,NZDUSD,0.03,0.0,9650.666049619264,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.10.06 10:05:01.141,118,USDCAD,0.04,0.0,9650.666049619264,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.10.06 10:05:01.141,119,USDCHF,0.02,0.0,9650.666049619264,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.10.06 10:05:01.141,120,USDJPY,0.02,0.0,9650.666049619264,
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.11.03 10:05:00.395,114,EURUSD,0.02,35.1236,9685.789649619264,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.11.03 10:05:00.395,115,GBPUSD,0.01,31.029680000000003,9716.819329619264,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.11.03 10:05:00.395,116,AUDUSD,0.03,16.616039999999998,9733.435369619265,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.11.03 10:05:00.395,117,NZDUSD,0.03,34.71528,9768.150649619265,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.11.03 10:05:00.395,118,USDCAD,0.04,23.899211550641255,9792.049861169906,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.11.03 10:05:00.395,119,USDCHF,0.02,21.822936128332373,9813.872797298238,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.11.03 10:05:00.395,120,USDJPY,0.02,56.42473007735364,9870.297527375591,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.11.03 10:05:01.305,130,AUDUSD,0.03,0.0,9870.297527375591,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.11.03 10:05:01.305,128,EURUSD,0.02,0.0,9870.297527375591,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.11.03 10:05:01.305,129,GBPUSD,0.02,0.0,9870.297527375591,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.11.03 10:05:01.305,131,NZDUSD,0.04,0.0,9870.297527375591,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.11.03 10:05:01.305,132,USDCAD,0.04,0.0,9870.297527375591,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.11.03 10:05:01.305,133,USDCHF,0.02,0.0,9870.297527375591,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.11.03 10:05:01.305,134,USDJPY,0.02,0.0,9870.297527375591,
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.11.14 14:20:32.487,133,USDCHF,0.02,-37.54696908414285,9832.750558291447,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.12.01 10:05:00.649,128,EURUSD,0.02,-12.296399999999998,9820.454158291448,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.12.01 10:05:00.649,129,GBPUSD,0.02,-17.440640000000002,9803.013518291447,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.12.01 10:05:00.649,130,AUDUSD,0.03,-0.9639599999999997,9802.049558291448,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.12.01 10:05:00.649,131,NZDUSD,0.04,-4.67296,9797.376598291448,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.12.01 10:05:00.649,132,USDCAD,0.04,-7.793371810758345,9789.58322648069,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2025.12.01 10:05:00.649,134,USDJPY,0.02,18.43968661378527,9808.022913094475,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.12.01 10:05:02.268,144,AUDUSD,0.03,0.0,9808.022913094475,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.12.01 10:05:02.268,142,EURUSD,0.03,0.0,9808.022913094475,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.12.01 10:05:02.268,143,GBPUSD,0.02,0.0,9808.022913094475,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.12.01 10:05:02.268,145,NZDUSD,0.03,0.0,9808.022913094475,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.12.01 10:05:02.268,146,USDCAD,0.04,0.0,9808.022913094475,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.12.01 10:05:02.268,147,USDCHF,0.02,0.0,9808.022913094475,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2025.12.01 10:05:02.268,148,USDJPY,0.02,0.0,9808.022913094475,
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.01.05 10:05:00.053,142,EURUSD,0.03,16.45575,9824.478663094475,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.01.05 10:05:00.053,143,GBPUSD,0.02,40.4762,9864.954863094474,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.01.05 10:05:00.053,144,AUDUSD,0.03,37.46745000000001,9902.422313094474,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.01.05 10:05:00.053,145,NZDUSD,0.03,0.8903999999999999,9903.312713094474,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.01.05 10:05:00.053,146,USDCAD,0.04,52.29015368674659,9955.60286678122,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.01.05 10:05:00.053,147,USDCHF,0.02,13.547734674234043,9969.150601455454,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.01.05 10:05:00.053,148,USDJPY,0.02,-27.05876322385278,9942.091838231601,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.01.05 10:05:03.176,158,AUDUSD,0.04,0.0,9942.091838231601,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.01.05 10:05:03.176,156,EURUSD,0.03,0.0,9942.091838231601,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.01.05 10:05:03.176,157,GBPUSD,0.02,0.0,9942.091838231601,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.01.05 10:05:03.176,159,NZDUSD,0.03,0.0,9942.091838231601,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.01.05 10:05:03.176,160,USDCAD,0.04,0.0,9942.091838231601,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.01.05 10:05:03.176,161,USDCHF,0.03,0.0,9942.091838231601,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.01.05 10:05:03.176,162,USDJPY,0.02,0.0,9942.091838231601,
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.01.09 23:12:18.766,160,USDCAD,0.04,-41.36325818825135,9900.72858004335,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.02.02 10:05:00.005,156,EURUSD,0.03,44.86259999999999,9945.59118004335,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.02.02 10:05:00.005,157,GBPUSD,0.02,51.66096,9997.252140043349,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.02.02 10:05:00.005,158,AUDUSD,0.04,108.25328,10105.50542004335,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.02.02 10:05:00.005,159,NZDUSD,0.03,75.79632000000001,10181.30174004335,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.02.02 10:05:00.005,161,USDCHF,0.03,71.88965502310488,10253.191395066455,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.02.02 10:05:00.005,162,USDJPY,0.02,20.207788865927373,10273.399183932383,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.02.02 10:05:01.220,172,AUDUSD,0.02,0.0,10273.399183932383,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.02.02 10:05:01.220,170,EURUSD,0.01,0.0,10273.399183932383,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.02.02 10:05:01.220,171,GBPUSD,0.01,0.0,10273.399183932383,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.02.02 10:05:01.220,173,NZDUSD,0.02,0.0,10273.399183932383,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.02.02 10:05:01.220,174,USDCAD,0.03,0.0,10273.399183932383,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.02.02 10:05:01.220,175,USDCHF,0.01,0.0,10273.399183932383,
ACTUAL_RAW_CANDIDATE,NATURAL_ENTRY,2026.02.02 10:05:01.220,176,USDJPY,0.01,0.0,10273.399183932383,
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.03.02 08:23:32.316,171,GBPUSD,0.01,-29.69952,10243.699663932382,STOP_LOSS_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.03.02 10:05:00.148,170,EURUSD,0.01,-16.1258,10227.573863932383,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.03.02 10:05:00.148,172,AUDUSD,0.02,22.94664,10250.520503932383,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.03.02 10:05:00.148,173,NZDUSD,0.02,-14.629119999999999,10235.891383932383,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.03.02 10:05:00.148,174,USDCAD,0.03,-6.568976093713298,10229.32240783867,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.03.02 10:05:00.148,175,USDCHF,0.01,-3.0916224568826993,10226.230785381787,MONTHLY_REBALANCE_EXIT
ACTUAL_RAW_CANDIDATE,NATURAL_EXIT,2026.03.02 10:05:00.148,176,USDJPY,0.01,-16.386815230003872,10209.843970151784,MONTHLY_REBALANCE_EXIT
