schema,symbol,previous_tick,current_tick,gap_seconds
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.05.18 00:57:59,2019.05.20 01:02:00,173041
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.05.25 00:57:59,2019.05.27 01:06:30,173311
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.06.01 00:57:59,2019.06.03 01:07:00,173341
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.06.08 00:57:59,2019.06.10 01:02:30,173071
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.06.15 00:57:59,2019.06.17 01:02:00,173041
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.06.22 00:57:30,2019.06.24 01:02:30,173100
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.06.29 00:57:59,2019.07.01 01:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.07.06 00:58:30,2019.07.08 01:02:30,173040
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.07.13 00:57:59,2019.07.15 01:02:30,173071
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.07.20 00:57:59,2019.07.22 01:05:00,173221
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.07.27 00:57:59,2019.07.29 01:01:30,173011
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.08.03 00:57:59,2019.08.05 01:02:00,173041
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.08.10 00:58:30,2019.08.12 01:02:00,173010
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.08.17 00:54:30,2019.08.19 01:01:30,173220
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.08.24 00:57:59,2019.08.26 01:01:30,173011
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.08.31 00:57:59,2019.09.02 01:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.09.07 00:57:59,2019.09.09 01:02:00,173041
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.09.11 23:59:59,2019.09.12 01:00:00,3601
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.09.14 00:57:59,2019.09.16 01:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.09.21 00:57:59,2019.09.23 01:05:00,173221
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.09.28 00:57:30,2019.09.30 01:03:00,173130
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.10.05 00:57:59,2019.10.07 01:02:00,173041
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.10.12 00:57:59,2019.10.14 01:02:30,173071
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.10.19 00:57:59,2019.10.21 01:03:30,173131
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.10.26 00:57:59,2019.10.28 01:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.11.01 23:57:59,2019.11.04 01:01:00,176581
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.11.09 00:57:59,2019.11.11 01:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.11.16 00:57:59,2019.11.18 01:01:30,173011
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.11.23 00:57:59,2019.11.25 01:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.11.30 00:57:30,2019.12.02 01:01:00,173010
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.12.07 00:55:30,2019.12.09 01:01:30,173160
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.12.14 00:54:59,2019.12.16 01:01:30,173191
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.12.21 00:54:59,2019.12.23 01:00:30,173131
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.12.24 22:00:30,2019.12.26 07:00:00,118770
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.12.28 00:54:59,2019.12.30 01:00:30,173131
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2019.12.31 23:59:59,2020.01.02 07:00:00,111601
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.01.04 00:54:59,2020.01.06 01:01:30,173191
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.01.11 00:54:59,2020.01.13 01:02:30,173251
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.01.18 00:54:59,2020.01.20 01:05:00,173401
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.01.25 00:54:59,2020.01.27 01:01:00,173161
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.02.01 00:54:59,2020.02.03 01:02:00,173221
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.02.08 00:55:30,2020.02.10 01:05:00,173370
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.02.15 00:55:30,2020.02.17 01:02:30,173220
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.02.22 00:54:59,2020.02.24 01:01:00,173161
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.02.29 00:54:59,2020.03.02 00:00:00,169501
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.03.06 23:57:59,2020.03.09 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.03.13 23:57:59,2020.03.16 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.03.20 23:57:59,2020.03.23 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.03.27 23:57:59,2020.03.30 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.04.03 23:57:59,2020.04.06 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.04.10 23:57:30,2020.04.13 00:04:00,173190
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.04.17 23:57:59,2020.04.20 00:03:30,173131
