field,value
classification,RIGHT_CENSORED_OPEN_POSITION
eligible_to,2025.03.07 23:00:00
observation_time,2025.03.07 22:59:59
position_open,YES
position_ticket,2
position_identifier,2
position_type,0
volume,0.05000000
entry_price,1.0792900000
stop_loss,1.0743200000
unrealized_result_reporting_only,25.05000000
formal_pnl_included,NO
naturally_closed_trade_included,NO
