schema,symbol,previous_tick,current_tick,gap_seconds,classification,over_six_hours
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.06.29 23:59:59,2018.07.02 00:00:00,172801,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.07.06 23:59:59,2018.07.09 00:00:30,172831,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.07.13 23:59:59,2018.07.16 00:01:00,172861,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.07.20 23:59:59,2018.07.23 00:00:30,172831,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.07.27 23:59:59,2018.07.30 00:00:00,172801,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.08.03 23:59:59,2018.08.06 00:00:00,172801,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.08.10 23:59:30,2018.08.13 00:00:00,172830,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.08.17 23:59:30,2018.08.20 00:00:30,172860,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.08.24 23:59:59,2018.08.27 00:00:00,172801,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.08.31 23:57:59,2018.09.03 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.09.07 23:57:59,2018.09.10 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.09.14 23:57:59,2018.09.17 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.09.21 23:57:59,2018.09.24 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.09.28 23:58:30,2018.10.01 00:00:00,172890,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.10.05 23:59:59,2018.10.08 00:00:00,172801,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.10.12 23:59:59,2018.10.15 00:00:00,172801,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.10.19 23:57:59,2018.10.22 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.10.26 23:57:59,2018.10.29 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.11.02 23:57:59,2018.11.05 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.11.09 23:59:59,2018.11.12 00:00:00,172801,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.11.16 23:57:59,2018.11.19 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.11.23 23:57:59,2018.11.26 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.11.30 23:57:59,2018.12.03 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.12.07 23:57:59,2018.12.10 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.12.14 23:59:59,2018.12.17 00:00:30,172831,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.12.21 23:57:59,2018.12.24 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.12.24 23:59:59,2018.12.26 00:00:30,86431,YEAR_END_HOLIDAY_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.12.28 23:57:59,2018.12.31 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2018.12.31 23:59:59,2019.01.02 00:00:30,86431,YEAR_END_HOLIDAY_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.01.04 23:57:59,2019.01.07 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.01.11 23:58:30,2019.01.14 00:00:30,172920,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.01.18 23:59:59,2019.01.21 00:00:00,172801,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.01.25 23:57:59,2019.01.28 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.02.01 23:57:59,2019.02.04 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.02.08 23:58:30,2019.02.11 00:00:00,172890,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.02.15 23:57:59,2019.02.18 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.02.22 23:57:59,2019.02.25 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.03.01 23:57:59,2019.03.04 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.03.08 23:58:30,2019.03.11 00:00:00,172890,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.03.15 23:57:59,2019.03.18 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.03.22 23:57:59,2019.03.25 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.03.29 23:57:59,2019.04.01 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.04.05 23:57:59,2019.04.08 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.04.12 23:57:59,2019.04.15 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.04.19 23:57:59,2019.04.22 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.04.26 23:57:59,2019.04.29 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.05.03 23:57:59,2019.05.06 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.05.10 23:57:59,2019.05.13 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.05.17 23:57:59,2019.05.20 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.05.24 23:58:30,2019.05.27 00:00:30,172920,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.05.31 23:58:30,2019.06.03 00:00:30,172920,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.06.07 23:57:59,2019.06.10 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.06.14 23:57:59,2019.06.17 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.06.21 23:57:59,2019.06.24 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.06.28 23:58:30,2019.07.01 00:00:30,172920,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.07.05 23:58:59,2019.07.08 00:00:00,172861,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.07.12 23:57:59,2019.07.15 00:01:30,173011,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.07.19 23:57:59,2019.07.22 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.07.26 23:57:59,2019.07.29 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.08.02 23:57:59,2019.08.05 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.08.09 23:57:59,2019.08.12 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.08.16 23:57:59,2019.08.19 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.08.23 23:57:59,2019.08.26 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.08.30 23:57:59,2019.09.02 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.09.06 23:57:59,2019.09.09 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.09.13 23:57:59,2019.09.16 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.09.20 23:57:59,2019.09.23 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.09.27 23:57:59,2019.09.30 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.10.04 23:57:59,2019.10.07 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.10.11 23:57:59,2019.10.14 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.10.18 23:57:59,2019.10.21 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.10.25 23:58:30,2019.10.28 00:00:00,172890,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.11.01 23:57:59,2019.11.04 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.11.08 23:58:30,2019.11.11 00:00:30,172920,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.11.15 23:57:59,2019.11.18 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.11.22 23:58:30,2019.11.25 00:00:00,172890,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.11.29 23:57:59,2019.12.02 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.12.06 23:57:59,2019.12.09 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.12.13 23:57:59,2019.12.16 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.12.20 23:57:59,2019.12.23 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.12.24 23:59:30,2019.12.26 00:00:00,86430,YEAR_END_HOLIDAY_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.12.27 23:57:59,2019.12.30 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2019.12.31 23:59:59,2020.01.02 00:00:00,86401,YEAR_END_HOLIDAY_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.01.03 23:57:59,2020.01.06 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.01.10 23:57:59,2020.01.13 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.01.17 23:57:59,2020.01.20 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.01.24 23:57:59,2020.01.27 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.01.31 23:57:59,2020.02.03 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.02.07 23:57:59,2020.02.10 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.02.14 23:57:59,2020.02.17 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.02.21 23:57:59,2020.02.24 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.02.28 23:57:59,2020.03.02 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.03.06 23:57:59,2020.03.09 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.03.13 23:57:59,2020.03.16 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.03.20 23:57:59,2020.03.23 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.03.27 23:57:59,2020.03.30 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.04.03 23:57:59,2020.04.06 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.04.10 23:57:59,2020.04.13 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.04.17 23:57:59,2020.04.20 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.04.24 23:57:59,2020.04.27 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.05.01 23:57:59,2020.05.04 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.05.08 23:57:59,2020.05.11 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.05.15 23:57:59,2020.05.18 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.05.22 23:57:59,2020.05.25 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.05.29 23:57:59,2020.06.01 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.06.05 23:57:59,2020.06.08 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.06.12 23:57:59,2020.06.15 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.06.19 23:57:59,2020.06.22 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.06.26 23:57:59,2020.06.29 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.07.03 23:57:59,2020.07.06 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.07.10 23:57:59,2020.07.13 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.07.17 23:57:59,2020.07.20 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.07.24 23:57:59,2020.07.27 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.07.31 23:57:59,2020.08.03 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.08.07 23:57:59,2020.08.10 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.08.14 23:57:59,2020.08.17 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.08.21 23:57:59,2020.08.24 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.08.28 23:57:59,2020.08.31 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.09.04 23:57:59,2020.09.07 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.09.11 23:57:59,2020.09.14 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.09.18 23:57:59,2020.09.21 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.09.25 23:57:59,2020.09.28 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.10.02 23:57:59,2020.10.05 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.10.09 23:57:59,2020.10.12 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.10.16 23:57:59,2020.10.19 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.10.23 23:57:59,2020.10.26 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.10.30 23:57:59,2020.11.02 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.11.06 23:57:59,2020.11.09 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.11.13 23:57:59,2020.11.16 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.11.20 23:57:59,2020.11.23 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.11.27 23:57:59,2020.11.30 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.12.04 23:57:59,2020.12.07 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.12.11 23:57:59,2020.12.14 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.12.18 23:57:59,2020.12.21 00:00:30,172951,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.12.24 23:59:30,2020.12.28 00:00:00,259230,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2020.12.31 23:59:59,2021.01.04 00:00:00,259201,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2021.01.08 23:57:59,2021.01.11 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2021.01.15 23:57:59,2021.01.18 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2021.01.22 23:57:59,2021.01.25 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2021.01.29 23:57:59,2021.02.01 00:00:00,172921,WEEKEND_CLOSURE,True
SOLTRADE_PHASE6_V30_TICK_GAP_V1,EURUSD,2021.02.05 23:57:59,2021.02.08 00:00:00,172921,WEEKEND_CLOSURE,True
