schema,dataset,target,canonical_symbol,resolved_symbol,orientation,dollar_factor_return,factor_side,direction,recent_h1,recent_close,anchor_h1,anchor_close,scheduled_exit
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.10.06 10:05:00,GBPUSD,GBPUSD,1,-0.006171084527,SHORT_FOREIGN_FACTOR,SELL,2025.10.06 09:00:00,1.3440800000,2025.09.01 09:00:00,1.3531000000,2025.11.03 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.10.06 10:05:00,AUDUSD,AUDUSD,1,-0.006171084527,SHORT_FOREIGN_FACTOR,SELL,2025.10.06 09:00:00,0.6608700000,2025.09.01 09:00:00,0.6542100000,2025.11.03 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.10.06 10:05:00,NZDUSD,NZDUSD,1,-0.006171084527,SHORT_FOREIGN_FACTOR,SELL,2025.10.06 09:00:00,0.5833700000,2025.09.01 09:00:00,0.5896400000,2025.11.03 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.10.06 10:05:00,USDCAD,USDCAD,-1,-0.006171084527,SHORT_FOREIGN_FACTOR,BUY,2025.10.06 09:00:00,1.3946500000,2025.09.01 09:00:00,1.3747200000,2025.11.03 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.10.06 10:05:00,USDCHF,USDCHF,-1,-0.006171084527,SHORT_FOREIGN_FACTOR,BUY,2025.10.06 09:00:00,0.7976200000,2025.09.01 09:00:00,0.7992200000,2025.11.03 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.10.06 10:05:00,USDJPY,USDJPY,-1,-0.006171084527,SHORT_FOREIGN_FACTOR,BUY,2025.10.06 09:00:00,150.0270000000,2025.09.01 09:00:00,146.9300000000,2025.11.03 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.11.03 10:05:00,EURUSD,EURUSD,1,-0.014992006799,SHORT_FOREIGN_FACTOR,SELL,2025.11.03 09:00:00,1.1539200000,2025.10.06 09:00:00,1.1692900000,2025.12.01 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.11.03 10:05:00,GBPUSD,GBPUSD,1,-0.014992006799,SHORT_FOREIGN_FACTOR,SELL,2025.11.03 09:00:00,1.3137300000,2025.10.06 09:00:00,1.3440800000,2025.12.01 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.11.03 10:05:00,AUDUSD,AUDUSD,1,-0.014992006799,SHORT_FOREIGN_FACTOR,SELL,2025.11.03 09:00:00,0.6552700000,2025.10.06 09:00:00,0.6608700000,2025.12.01 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.11.03 10:05:00,NZDUSD,NZDUSD,1,-0.014992006799,SHORT_FOREIGN_FACTOR,SELL,2025.11.03 09:00:00,0.5723000000,2025.10.06 09:00:00,0.5833700000,2025.12.01 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.11.03 10:05:00,USDCAD,USDCAD,-1,-0.014992006799,SHORT_FOREIGN_FACTOR,BUY,2025.11.03 09:00:00,1.4018100000,2025.10.06 09:00:00,1.3946500000,2025.12.01 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.11.03 10:05:00,USDCHF,USDCHF,-1,-0.014992006799,SHORT_FOREIGN_FACTOR,BUY,2025.11.03 09:00:00,0.8050600000,2025.10.06 09:00:00,0.7976200000,2025.12.01 10:05:00
SOLTRADE_V28_SIGNAL_V1,V28_2025_DEVELOPMENT,2025.11.03 10:05:00,USDJPY,USDJPY,-1,-0.014992006799,SHORT_FOREIGN_FACTOR,BUY,2025.11.03 09:00:00,154.1020000000,2025.10.06 09:00:00,150.0270000000,2025.12.01 10:05:00
