schema,time,segment_id,dataset,cost_profile,execution_layer,event_type,reason_code,details
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.17 00:00:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,PREFLIGHT_PASSED,NONE,tester_only=YES;optimization=NO
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.17 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.17 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.18 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.18 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.19 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.19 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.20 18:05:01,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.20 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.21 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.21 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.24 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.24 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.25 18:05:02,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.25 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.26 18:05:01,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.26 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.27 18:05:02,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.27 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.02.28 18:05:03,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.02.28 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.03 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.03.03 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.04 18:05:01,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.03.04 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.05 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ENTRY_SKIP,INSUFFICIENT_CLEAN_HISTORY,target=2025.03.05 18:05:00
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.06 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ORDER_REQUEST_ACCEPTED_AWAITING_TRANSACTION,BROKER_REPORTED_FILL_AWAITING_CONFIRMATION,Broker returned DONE; fill remains unconfirmed until a matching trade transaction
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.06 20:42:52,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,POSITION_EXIT_TRANSACTION_CONFIRMED,MATCHING_EXIT_DEAL_CONFIRMED,STOP_LOSS_EXIT
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.07 18:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,ORDER_REQUEST_ACCEPTED_AWAITING_TRANSACTION,BROKER_REPORTED_FILL_AWAITING_CONFIRMATION,Broker returned DONE; fill remains unconfirmed until a matching trade transaction
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.07 22:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,POSITION_CLOSE_ACCEPTED_AWAITING_TRANSACTION,POSITION_CLOSE_BROKER_ACCEPTED,Close request accepted; matching exit deal is not yet confirmed
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.07 22:05:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,POSITION_EXIT_TRANSACTION_CONFIRMED,MATCHING_EXIT_DEAL_CONFIRMED,FIXING_REVERSAL_TIME_EXIT
SOLTRADE_PHASE6_V25_EVENT_V1,2025.03.07 23:00:00,2025_S2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,CUTOFF_FROZEN,NO_OPEN_POSITION_AT_CUTOFF,eligible_to=2025.03.07 23:00:00
