schema,dataset,monday,symbol,orientation,evaluation_status,tail,foreign_gap_log_return,lower_5pct_threshold,upper_95pct_threshold,monday_00_h1_open,friday_23_h1_close,oldest_threshold_observation,entry_target,scheduled_exit
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.21 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.001566076696,-0.002468029964,0.001360921205,1.3271200000,1.3292000000,2020.03.23 00:00:00,2025.04.21 02:05:00,2025.04.25 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.21 00:00:00,AUDUSD,1,EVALUATED,NONE,-0.001020736746,-0.003982623873,0.001599398215,0.6364700000,0.6371200000,2020.03.23 00:00:00,2025.04.21 02:05:00,2025.04.25 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.21 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.000810550712,-0.003707488629,0.001493003992,0.5919500000,0.5924300000,2020.03.16 00:00:00,2025.04.21 02:05:00,2025.04.25 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.21 00:00:00,USDCAD,-1,EVALUATED,NONE,-0.000108356841,-0.001354016632,0.001589088595,1.3843900000,1.3842400000,2020.03.23 00:00:00,2025.04.21 02:05:00,2025.04.25 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.21 00:00:00,USDCHF,-1,EVALUATED,NONE,-0.000895293636,-0.001376780968,0.003152364919,0.8157400000,0.8150100000,2020.03.23 00:00:00,2025.04.21 02:05:00,2025.04.25 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.21 00:00:00,USDJPY,-1,EVALUATED,NONE,0.000225234738,-0.001202988622,0.001962265846,142.0580000000,142.0900000000,2020.03.23 00:00:00,2025.04.21 02:05:00,2025.04.25 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.28 00:00:00,EURUSD,1,EVALUATED,NONE,-0.000316929310,-0.002514658113,0.001212755371,1.1357200000,1.1360800000,2020.03.30 00:00:00,2025.04.28 02:05:00,2025.05.02 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.28 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.000556227887,-0.002468029964,0.001360921205,1.3300200000,1.3307600000,2020.03.30 00:00:00,2025.04.28 02:05:00,2025.05.02 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.28 00:00:00,AUDUSD,1,EVALUATED,NONE,-0.000986324612,-0.003982623873,0.001599398215,0.6384200000,0.6390500000,2020.03.30 00:00:00,2025.04.28 02:05:00,2025.05.02 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.28 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.001159245109,-0.003707488629,0.001493003992,0.5948700000,0.5955600000,2020.03.23 00:00:00,2025.04.28 02:05:00,2025.05.02 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.28 00:00:00,USDCAD,-1,EVALUATED,NONE,-0.000750674921,-0.001354016632,0.001589088595,1.3859400000,1.3849000000,2020.03.30 00:00:00,2025.04.28 02:05:00,2025.05.02 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.28 00:00:00,USDCHF,-1,EVALUATED,NONE,-0.000193463357,-0.001376780968,0.003152364919,0.8271100000,0.8269500000,2020.03.30 00:00:00,2025.04.28 02:05:00,2025.05.02 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.04.28 00:00:00,USDJPY,-1,EVALUATED,NONE,0.000954195223,-0.001202988622,0.001962265846,143.5080000000,143.6450000000,2020.03.30 00:00:00,2025.04.28 02:05:00,2025.05.02 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.05 00:00:00,EURUSD,1,EVALUATED,NONE,-0.000150459122,-0.002514658113,0.001212755371,1.1297900000,1.1299600000,2020.04.06 00:00:00,2025.05.05 02:05:00,2025.05.09 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.05 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.000753965896,-0.002451590620,0.001360921205,1.3258200000,1.3268200000,2020.04.06 00:00:00,2025.05.05 02:05:00,2025.05.09 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.05 00:00:00,AUDUSD,1,EVALUATED,NONE,0.001582843551,-0.003982623873,0.001599398215,0.6449200000,0.6439000000,2020.04.06 00:00:00,2025.05.05 02:05:00,2025.05.09 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.05 00:00:00,NZDUSD,1,EVALUATED,NONE,0.000521907500,-0.003676595416,0.001493003992,0.5941300000,0.5938200000,2020.03.30 00:00:00,2025.05.05 02:05:00,2025.05.09 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.05 00:00:00,USDCAD,-1,EVALUATED,UPPER,0.002224920745,-0.001305743501,0.001589088595,1.3782900000,1.3813600000,2020.04.06 00:00:00,2025.05.05 02:05:00,2025.05.09 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.05 00:00:00,USDCHF,-1,EVALUATED,NONE,0.001295674204,-0.001376780968,0.003152364919,0.8252900000,0.8263600000,2020.04.06 00:00:00,2025.05.05 02:05:00,2025.05.09 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.05 00:00:00,USDJPY,-1,EVALUATED,NONE,0.001830269008,-0.001202988622,0.001893577705,144.6550000000,144.9200000000,2020.04.06 00:00:00,2025.05.05 02:05:00,2025.05.09 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.12 00:00:00,EURUSD,1,EVALUATED,LOWER,-0.004947261692,-0.002514658113,0.001212755371,1.1190600000,1.1246100000,2020.04.13 00:00:00,2025.05.12 02:05:00,2025.05.16 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.12 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.001835525445,-0.002404153038,0.001360921205,1.3281000000,1.3305400000,2020.04.13 00:00:00,2025.05.12 02:05:00,2025.05.16 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.12 00:00:00,AUDUSD,1,EVALUATED,NONE,0.001107100368,-0.003982623873,0.001582843551,0.6416700000,0.6409600000,2020.04.13 00:00:00,2025.05.12 02:05:00,2025.05.16 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.12 00:00:00,NZDUSD,1,EVALUATED,NONE,0.001387760851,-0.003676595416,0.001493003992,0.5912900000,0.5904700000,2020.04.06 00:00:00,2025.05.12 02:05:00,2025.05.16 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.12 00:00:00,USDCAD,-1,EVALUATED,UPPER,0.003587260817,-0.001298461948,0.001663959193,1.3885400000,1.3935300000,2020.04.13 00:00:00,2025.05.12 02:05:00,2025.05.16 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.12 00:00:00,USDCHF,-1,EVALUATED,LOWER,-0.005879687677,-0.001376780968,0.003152364919,0.8358300000,0.8309300000,2020.04.13 00:00:00,2025.05.12 02:05:00,2025.05.16 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.12 00:00:00,USDJPY,-1,EVALUATED,LOWER,-0.005823960486,-0.001202988622,0.001893577705,146.2020000000,145.3530000000,2020.04.13 00:00:00,2025.05.12 02:05:00,2025.05.16 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.19 00:00:00,EURUSD,1,EVALUATED,NONE,0.000976103455,-0.002540271375,0.001137172767,1.1172300000,1.1161400000,2020.04.20 00:00:00,2025.05.19 02:05:00,2025.05.23 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.19 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.001243617202,-0.002404153038,0.001360921205,1.3259500000,1.3276000000,2020.04.20 00:00:00,2025.05.19 02:05:00,2025.05.23 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.19 00:00:00,AUDUSD,1,EVALUATED,NONE,0.000234310932,-0.003982623873,0.001582843551,0.6402500000,0.6401000000,2020.04.20 00:00:00,2025.05.19 02:05:00,2025.05.23 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.19 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.000833694933,-0.003676595416,0.001387760851,0.5875000000,0.5879900000,2020.04.13 00:00:00,2025.05.19 02:05:00,2025.05.23 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.19 00:00:00,USDCAD,-1,EVALUATED,NONE,0.000293621610,-0.001298461948,0.001663959193,1.3961500000,1.3965600000,2020.04.20 00:00:00,2025.05.19 02:05:00,2025.05.23 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.19 00:00:00,USDCHF,-1,EVALUATED,NONE,0.001565965092,-0.001378500139,0.003152364919,0.8358900000,0.8372000000,2020.04.20 00:00:00,2025.05.19 02:05:00,2025.05.23 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.19 00:00:00,USDJPY,-1,EVALUATED,UPPER,0.002970952889,-0.001331979228,0.001893577705,145.1920000000,145.6240000000,2020.04.20 00:00:00,2025.05.19 02:05:00,2025.05.23 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.26 00:00:00,EURUSD,1,EVALUATED,NONE,0.000105662637,-0.002540271375,0.001137172767,1.1357500000,1.1356300000,2020.04.27 00:00:00,2025.05.26 02:05:00,2025.05.30 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.26 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.001803893645,-0.002404153038,0.001360921205,1.3514100000,1.3538500000,2020.04.27 00:00:00,2025.05.26 02:05:00,2025.05.30 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.26 00:00:00,AUDUSD,1,EVALUATED,NONE,-0.000970866382,-0.003982623873,0.001582843551,0.6485900000,0.6492200000,2020.04.27 00:00:00,2025.05.26 02:05:00,2025.05.30 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.26 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.000300882591,-0.003676595416,0.001387760851,0.5981500000,0.5983300000,2020.04.20 00:00:00,2025.05.26 02:05:00,2025.05.30 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.26 00:00:00,USDCAD,-1,EVALUATED,NONE,0.000284180960,-0.001298461948,0.001663959193,1.3721700000,1.3725600000,2020.04.27 00:00:00,2025.05.26 02:05:00,2025.05.30 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.26 00:00:00,USDCHF,-1,EVALUATED,LOWER,-0.001789246742,-0.001378500139,0.003152364919,0.8223100000,0.8208400000,2020.04.27 00:00:00,2025.05.26 02:05:00,2025.05.30 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.05.26 00:00:00,USDJPY,-1,EVALUATED,NONE,0.000849215229,-0.001331979228,0.001962265846,142.4240000000,142.5450000000,2020.04.27 00:00:00,2025.05.26 02:05:00,2025.05.30 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.02 00:00:00,EURUSD,1,EVALUATED,NONE,-0.000123392591,-0.002540271375,0.001137172767,1.1345200000,1.1346600000,2020.05.04 00:00:00,2025.06.02 02:05:00,2025.06.06 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.02 00:00:00,GBPUSD,1,EVALUATED,NONE,0.001255492946,-0.002404153038,0.001360921205,1.3469300000,1.3452400000,2020.05.04 00:00:00,2025.06.02 02:05:00,2025.06.06 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.02 00:00:00,AUDUSD,1,EVALUATED,NONE,0.000715474499,-0.003982623873,0.001582843551,0.6431600000,0.6427000000,2020.05.04 00:00:00,2025.06.02 02:05:00,2025.06.06 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.02 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.000973285082,-0.003676595416,0.001387760851,0.5956300000,0.5962100000,2020.04.27 00:00:00,2025.06.02 02:05:00,2025.06.06 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.02 00:00:00,USDCAD,-1,EVALUATED,NONE,0.000327688597,-0.001298461948,0.001663959193,1.3730300000,1.3734800000,2020.05.04 00:00:00,2025.06.02 02:05:00,2025.06.06 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.02 00:00:00,USDCHF,-1,EVALUATED,NONE,-0.000060782514,-0.001398953199,0.003152364919,0.8226300000,0.8225800000,2020.05.04 00:00:00,2025.06.02 02:05:00,2025.06.06 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.02 00:00:00,USDJPY,-1,EVALUATED,NONE,0.001800318148,-0.001331979228,0.001962265846,143.7340000000,143.9930000000,2020.05.04 00:00:00,2025.06.02 02:05:00,2025.06.06 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.09 00:00:00,EURUSD,1,EVALUATED,NONE,0.001017615359,-0.002540271375,0.001137172767,1.1405000000,1.1393400000,2020.05.11 00:00:00,2025.06.09 02:05:00,2025.06.13 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.09 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.001006527713,-0.002404153038,0.001360921205,1.3505000000,1.3518600000,2020.05.11 00:00:00,2025.06.09 02:05:00,2025.06.13 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.09 00:00:00,AUDUSD,1,EVALUATED,NONE,0.000462021816,-0.003982623873,0.001582843551,0.6494700000,0.6491700000,2020.05.11 00:00:00,2025.06.09 02:05:00,2025.06.13 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.09 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.000266169818,-0.003676595416,0.001387760851,0.6010400000,0.6012000000,2020.05.04 00:00:00,2025.06.09 02:05:00,2025.06.13 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.09 00:00:00,USDCAD,-1,EVALUATED,NONE,0.000606527866,-0.001298461948,0.001663959193,1.3680300000,1.3688600000,2020.05.11 00:00:00,2025.06.09 02:05:00,2025.06.13 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.09 00:00:00,USDCHF,-1,EVALUATED,NONE,0.001961441862,-0.001398953199,0.003152364919,0.8200200000,0.8216300000,2020.05.11 00:00:00,2025.06.09 02:05:00,2025.06.13 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.09 00:00:00,USDJPY,-1,EVALUATED,NONE,0.000082862628,-0.001331979228,0.001962265846,144.8120000000,144.8240000000,2020.05.11 00:00:00,2025.06.09 02:05:00,2025.06.13 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.16 00:00:00,EURUSD,1,EVALUATED,NONE,-0.002054839782,-0.002540271375,0.001137172767,1.1521900000,1.1545600000,2020.05.18 00:00:00,2025.06.16 02:05:00,2025.06.20 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.16 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.000722628630,-0.002404153038,0.001360921205,1.3556700000,1.3566500000,2020.05.18 00:00:00,2025.06.16 02:05:00,2025.06.20 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.16 00:00:00,AUDUSD,1,EVALUATED,NONE,-0.000926140376,-0.003982623873,0.001582843551,0.6475500000,0.6481500000,2020.05.18 00:00:00,2025.06.16 02:05:00,2025.06.20 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.16 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.000999067620,-0.003676595416,0.001387760851,0.6002600000,0.6008600000,2020.05.11 00:00:00,2025.06.16 02:05:00,2025.06.20 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.16 00:00:00,USDCAD,-1,EVALUATED,NONE,-0.000095730776,-0.001298461948,0.001663959193,1.3580400000,1.3579100000,2020.05.18 00:00:00,2025.06.16 02:05:00,2025.06.20 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.16 00:00:00,USDCHF,-1,EVALUATED,NONE,0.000234470930,-0.001398953199,0.003152364919,0.8102400000,0.8104300000,2020.05.18 00:00:00,2025.06.16 02:05:00,2025.06.20 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.16 00:00:00,USDJPY,-1,EVALUATED,NONE,0.000826443458,-0.001331979228,0.001962265846,143.9310000000,144.0500000000,2020.05.18 00:00:00,2025.06.16 02:05:00,2025.06.20 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.23 00:00:00,EURUSD,1,EVALUATED,LOWER,-0.005989605774,-0.002540271375,0.001137172767,1.1452200000,1.1521000000,2020.05.25 00:00:00,2025.06.23 02:05:00,2025.06.27 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.23 00:00:00,GBPUSD,1,EVALUATED,LOWER,-0.003943543187,-0.002404153038,0.001360921205,1.3387900000,1.3440800000,2020.05.25 00:00:00,2025.06.23 02:05:00,2025.06.27 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.23 00:00:00,AUDUSD,1,EVALUATED,LOWER,-0.004118589961,-0.003982623873,0.001582843551,0.6421000000,0.6447500000,2020.05.25 00:00:00,2025.06.23 02:05:00,2025.06.27 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.23 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.002520670824,-0.003676595416,0.001387760851,0.5943300000,0.5958300000,2020.05.18 00:00:00,2025.06.23 02:05:00,2025.06.27 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.23 00:00:00,USDCAD,-1,EVALUATED,LOWER,-0.001426969970,-0.001298461948,0.001663959193,1.3745200000,1.3725600000,2020.05.25 00:00:00,2025.06.23 02:05:00,2025.06.27 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.23 00:00:00,USDCHF,-1,EVALUATED,NONE,0.002007369185,-0.001398953199,0.003152364919,0.8161700000,0.8178100000,2020.05.25 00:00:00,2025.06.23 02:05:00,2025.06.27 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.23 00:00:00,USDJPY,-1,EVALUATED,LOWER,-0.004099626527,-0.001331979228,0.001962265846,146.6550000000,146.0550000000,2020.05.25 00:00:00,2025.06.23 02:05:00,2025.06.27 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.30 00:00:00,EURUSD,1,EVALUATED,NONE,0.001058228249,-0.002892774721,0.001137172767,1.1723900000,1.1711500000,2020.06.01 00:00:00,2025.06.30 02:05:00,2025.07.04 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.30 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.001167550976,-0.002451590620,0.001360921205,1.3695900000,1.3711900000,2020.06.01 00:00:00,2025.06.30 02:05:00,2025.07.04 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.30 00:00:00,AUDUSD,1,EVALUATED,NONE,0.000199021732,-0.004012056123,0.001582843551,0.6532600000,0.6531300000,2020.06.01 00:00:00,2025.06.30 02:05:00,2025.07.04 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.30 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.000925849450,-0.003676595416,0.001387760851,0.6045700000,0.6051300000,2020.05.25 00:00:00,2025.06.30 02:05:00,2025.07.04 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.30 00:00:00,USDCAD,-1,EVALUATED,NONE,-0.000029240407,-0.001305743501,0.001663959193,1.3679900000,1.3679500000,2020.06.01 00:00:00,2025.06.30 02:05:00,2025.07.04 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.30 00:00:00,USDCHF,-1,EVALUATED,NONE,0.000638757576,-0.001398953199,0.003152364919,0.7981700000,0.7986800000,2020.06.01 00:00:00,2025.06.30 02:05:00,2025.07.04 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.06.30 00:00:00,USDJPY,-1,EVALUATED,UPPER,0.002332754087,-0.001880486000,0.001962265846,144.2960000000,144.6330000000,2020.06.01 00:00:00,2025.06.30 02:05:00,2025.07.04 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.07 00:00:00,EURUSD,1,EVALUATED,NONE,0.000603010826,-0.002892774721,0.001137172767,1.1777800000,1.1770700000,2020.06.08 00:00:00,2025.07.07 02:05:00,2025.07.11 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.07 00:00:00,GBPUSD,1,EVALUATED,NONE,0.000461780355,-0.002451590620,0.001360921205,1.3646000000,1.3639700000,2020.06.08 00:00:00,2025.07.07 02:05:00,2025.07.11 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.07 00:00:00,AUDUSD,1,EVALUATED,NONE,0.001572315367,-0.004012056123,0.001582843551,0.6556000000,0.6545700000,2020.06.08 00:00:00,2025.07.07 02:05:00,2025.07.11 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.07 00:00:00,NZDUSD,1,EVALUATED,NONE,0.000247841713,-0.003676595416,0.001387760851,0.6053000000,0.6051500000,2020.06.01 00:00:00,2025.07.07 02:05:00,2025.07.11 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.07 00:00:00,USDCAD,-1,EVALUATED,NONE,0.000117771758,-0.001305743501,0.001663959193,1.3584800000,1.3586400000,2020.06.08 00:00:00,2025.07.07 02:05:00,2025.07.11 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.07 00:00:00,USDCHF,-1,EVALUATED,NONE,0.000466620854,-0.001398953199,0.003152364919,0.7927500000,0.7931200000,2020.06.08 00:00:00,2025.07.07 02:05:00,2025.07.11 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.07 00:00:00,USDJPY,-1,EVALUATED,NONE,0.000235448912,-0.001880486000,0.002332754087,144.3880000000,144.4220000000,2020.06.08 00:00:00,2025.07.07 02:05:00,2025.07.11 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.14 00:00:00,EURUSD,1,EVALUATED,NONE,-0.002166755298,-0.002892774721,0.001137172767,1.1663800000,1.1689100000,2020.06.15 00:00:00,2025.07.14 02:05:00,2025.07.18 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.14 00:00:00,GBPUSD,1,EVALUATED,NONE,-0.000066758893,-0.002451590620,0.001360921205,1.3480900000,1.3481800000,2020.06.15 00:00:00,2025.07.14 02:05:00,2025.07.18 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.14 00:00:00,AUDUSD,1,EVALUATED,NONE,-0.001949615264,-0.004012056123,0.001582843551,0.6559000000,0.6571800000,2020.06.15 00:00:00,2025.07.14 02:05:00,2025.07.18 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.14 00:00:00,NZDUSD,1,EVALUATED,NONE,-0.002884657467,-0.003676595416,0.001387760851,0.5988600000,0.6005900000,2020.06.08 00:00:00,2025.07.14 02:05:00,2025.07.18 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.14 00:00:00,USDCAD,-1,EVALUATED,NONE,-0.000452938262,-0.001305743501,0.001663959193,1.3691500000,1.3685300000,2020.06.15 00:00:00,2025.07.14 02:05:00,2025.07.18 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.14 00:00:00,USDCHF,-1,EVALUATED,NONE,-0.000916458017,-0.001398953199,0.003152364919,0.7969100000,0.7961800000,2020.06.15 00:00:00,2025.07.14 02:05:00,2025.07.18 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.14 00:00:00,USDJPY,-1,EVALUATED,NONE,0.001969319999,-0.001880486000,0.002332754087,147.1140000000,147.4040000000,2020.06.15 00:00:00,2025.07.14 02:05:00,2025.07.18 23:55:00
SOLTRADE_PHASE6_V27_SIGNAL_V1,V27_2025_DEVELOPMENT,2025.07.21 00:00:00,EURUSD,1,EVALUATED,NONE,0.000172032652,-0.002892774721,0.001137172767,1.1626700000,1.1624700000,2020.06.22 00:00:00,2025.07.21 02:05:00,2025.07.25 23:55:00
