schema,time,dataset,execution_layer,event_type,reason_code,details
SOLTRADE_PHASE6_V29_EVENT_V1,2024.12.02 00:00:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,PREFLIGHT_PASSED,NONE,tester_only=YES;optimization=NO;symbols=7
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.06 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,EXECUTION_REJECTED,POSITION_SIZE_REJECTED,GBPUSD;Risk-based volume is below the broker minimum; rounding up is prohibited
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.06 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,ORDER_REQUEST_ACCEPTED_AWAITING_TRANSACTION,BROKER_REPORTED_FILL_AWAITING_CONFIRMATION,NZDUSD;Broker returned DONE; fill remains unconfirmed until a matching trade transaction
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.06 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,ORDER_REQUEST_ACCEPTED_AWAITING_TRANSACTION,BROKER_REPORTED_FILL_AWAITING_CONFIRMATION,USDCAD;Broker returned DONE; fill remains unconfirmed until a matching trade transaction
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.06 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,EXECUTION_REJECTED,POSITION_SIZE_REJECTED,USDJPY;Risk-based volume is below the broker minimum; rounding up is prohibited
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.06 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,ORDER_FILL_CONFIRMED,BROKER_FILL_CONFIRMED,NZDUSD;deal=2
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.06 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,ORDER_FILL_CONFIRMED,BROKER_FILL_CONFIRMED,USDCAD;deal=3
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.13 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,POSITION_CLOSE_ACCEPTED_AWAITING_TRANSACTION,POSITION_CLOSE_BROKER_ACCEPTED,NZDUSD;Close request accepted; matching exit deal is not yet confirmed
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.13 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,POSITION_CLOSE_ACCEPTED_AWAITING_TRANSACTION,POSITION_CLOSE_BROKER_ACCEPTED,USDCAD;Close request accepted; matching exit deal is not yet confirmed
SOLTRADE_PHASE6_V29_EVENT_V1,2025.01.13 10:05:00,V29_2025_DEVELOPMENT,FIXED_DELAY_200_MS,POSITION_EXIT_TRANSACTION_CONFIRMED,MATCHING_EXIT_DEAL_CONFIRMED,NZDUSD;CROSS_SECTIONAL_WEEKLY_REBALANCE
