schema,time,segment_id,record_type,signal_bar_time,position_identifier,direction,requested_price,actual_price,spread_points,slippage_points,volume,initial_risk_amount,stop_loss,order_ticket,deal_ticket,broker_retcode,exit_reason,fill_confirmed,scheduled_entry_target,entry_atr
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.17 18:05:00,2026_P3,ENTRY_ATTEMPT,2026.07.17 17:00:00,0,BUY,1.1442400000,0.0000000000,12,0.0000,0.13000000,24.57000000,1.1423500000,2,2,10009,NONE,NO,2026.07.17 18:05:00,0.000944536708
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.17 22:05:00,2026_P3,EXIT_ATTEMPT,2026.07.17 21:00:00,2,BUY,1.1435200000,0.0000000000,0,0.0000,0.13000000,0,0,3,3,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.17 22:05:00,2026_P3,EXIT_TRANSACTION,NONE,2,BUY,1.1435200000,1.1435200000,0,0.0000,0.13000000,0,0,3,3,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.20 18:05:00,2026_P3,ENTRY_ATTEMPT,2026.07.20 17:00:00,0,BUY,1.1409400000,0.0000000000,13,0.0000,0.13000000,24.18000000,1.1390800000,4,4,10009,NONE,NO,2026.07.20 18:05:00,0.000929508144
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.20 22:05:01,2026_P3,EXIT_ATTEMPT,2026.07.20 21:00:00,4,BUY,1.1414800000,0.0000000000,0,0.0000,0.13000000,0,0,5,5,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.20 22:05:01,2026_P3,EXIT_TRANSACTION,NONE,4,BUY,1.1414800000,1.1414800000,0,0.0000,0.13000000,0,0,5,5,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.21 18:05:00,2026_P3,ENTRY_ATTEMPT,2026.07.21 17:00:00,0,BUY,1.1405500000,0.0000000000,13,0.0000,0.15000000,24.45000000,1.1389200000,6,6,10009,NONE,NO,2026.07.21 18:05:00,0.000814868373
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.21 22:05:00,2026_P3,EXIT_ATTEMPT,2026.07.21 21:00:00,6,BUY,1.1401500000,0.0000000000,0,0.0000,0.15000000,0,0,7,7,10009,FIXING_REVERSAL_TIME_EXIT,NO,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.21 22:05:00,2026_P3,EXIT_TRANSACTION,NONE,6,BUY,1.1401500000,1.1401500000,0,0.0000,0.15000000,0,0,7,7,10009,FIXING_REVERSAL_TIME_EXIT,YES,NONE,0
SOLTRADE_PHASE6_V25_TRANSACTION_V1,2026.07.22 18:05:00,2026_P3,ENTRY_ATTEMPT,2026.07.22 17:00:00,0,BUY,1.1410800000,0.0000000000,13,0.0000,0.15000000,23.55000000,1.1395100000,8,8,10009,NONE,NO,2026.07.22 18:05:00,0.000783727179
