schema,time,dataset,execution_layer,symbol,record_type,signal_time,direction,requested_price,actual_price,spread_points,slippage_points,volume,initial_risk_amount,stop_loss,order_ticket,deal_ticket,broker_retcode,fill_confirmed,atr_or_exit_reason
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,EXIT_ATTEMPT,2026.01.19 10:05:00,BUY,0.6691600000,0.0000000000,0,0.0000,0.02000000,0,0,15,15,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,EXIT_ATTEMPT,2026.01.19 10:05:00,SELL,0.5772200000,0.0000000000,0,0.0000,0.01000000,0,0,16,16,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,EXIT_ATTEMPT,2026.01.19 10:05:00,BUY,1.3892200000,0.0000000000,0,0.0000,0.02000000,0,0,17,17,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,EXIT_TRANSACTION,NONE,BUY,1.3393100000,1.3393100000,0,0.0000,0.01000000,0,0,14,14,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,EXIT_TRANSACTION,NONE,BUY,0.6691600000,0.6691600000,0,0.0000,0.02000000,0,0,15,15,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,EXIT_TRANSACTION,NONE,SELL,0.5772200000,0.5772200000,0,0.0000,0.01000000,0,0,16,16,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,EXIT_TRANSACTION,NONE,BUY,1.3892200000,1.3892200000,0,0.0000,0.02000000,0,0,17,17,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:05,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,ENTRY_ATTEMPT,2026.01.19 10:05:00,BUY,0.0000000000,0.0000000000,14,0.0000,0.00000000,0.00000000,0.0000000000,0,0,0,NO,0.007142857143
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:05,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,ENTRY_ATTEMPT,2026.01.19 10:05:00,BUY,0.0000000000,0.0000000000,14,0.0000,0.00000000,0.00000000,0.0000000000,0,0,0,NO,0.004293571429
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:05,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,ENTRY_ATTEMPT,2026.01.19 10:05:00,BUY,0.0000000000,0.0000000000,17,0.0000,0.00000000,0.00000000,0.0000000000,0,0,0,NO,0.005146428571
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.19 10:05:05,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,ENTRY_ATTEMPT,2026.01.19 10:05:00,BUY,0.0000000000,0.0000000000,16,0.0000,0.00000000,0.00000000,0.0000000000,0,0,0,NO,0.004886428571
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.26 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,ENTRY_ATTEMPT,2026.01.26 10:05:00,SELL,1.1843900000,0.0000000000,12,0.0000,0.01000000,18.94000000,1.2033300000,18,18,10009,NO,0.006312142857
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.26 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,ENTRY_ATTEMPT,2026.01.26 10:05:00,BUY,0.6914100000,0.0000000000,15,0.0000,0.01000000,14.83000000,0.6765800000,19,19,10009,NO,0.004942142857
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.26 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,ENTRY_ATTEMPT,2026.01.26 10:05:00,BUY,0.5960300000,0.0000000000,14,0.0000,0.01000000,14.66000000,0.5813700000,20,20,10009,NO,0.004883571429
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.26 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,ENTRY_ATTEMPT,2026.01.26 10:05:00,BUY,1.3692600000,0.0000000000,17,0.0000,0.02000000,24.99244180,1.3519000000,21,21,10009,NO,0.005785000000
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.26 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,ENTRY_TRANSACTION,NONE,BUY,0.6914100000,0.6914100000,15,0.0000,0.01000000,14.83000000,0.6765800000,19,19,10009,YES,0.000000000000
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.26 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,ENTRY_TRANSACTION,NONE,BUY,0.5960300000,0.5960300000,14,0.0000,0.01000000,14.66000000,0.5813700000,20,20,10009,YES,0.000000000000
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.26 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,ENTRY_TRANSACTION,NONE,BUY,1.3692600000,1.3692600000,17,0.0000,0.02000000,24.99244180,1.3519000000,21,21,10009,YES,0.000000000000
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.27 22:47:17,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,EXIT_TRANSACTION,NONE,SELL,0.0000000000,1.2034300000,0,0.0000,0.01000000,0,0,22,22,0,YES,STOP_LOSS_EXIT
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.01.29 06:06:54,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,EXIT_TRANSACTION,NONE,BUY,0.0000000000,1.3519000000,0,0.0000,0.02000000,0,0,23,23,0,YES,STOP_LOSS_EXIT
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,EXIT_ATTEMPT,2026.02.02 10:05:00,BUY,0.6942900000,0.0000000000,0,0.0000,0.01000000,0,0,24,24,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,EXIT_ATTEMPT,2026.02.02 10:05:00,BUY,0.6007900000,0.0000000000,0,0.0000,0.01000000,0,0,25,25,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,EXIT_TRANSACTION,NONE,BUY,0.6942900000,0.6942900000,0,0.0000,0.01000000,0,0,24,24,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,EXIT_TRANSACTION,NONE,BUY,0.6007900000,0.6007900000,0,0.0000,0.01000000,0,0,25,25,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,ENTRY_ATTEMPT,2026.02.02 10:05:00,SELL,1.1855800000,0.0000000000,12,0.0000,0.00000000,0.00000000,1.2137700000,0,0,0,NO,0.009395714286
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,ENTRY_ATTEMPT,2026.02.02 10:05:00,BUY,0.6944300000,0.0000000000,15,0.0000,0.01000000,20.20000000,0.6742300000,26,26,10009,NO,0.006732857143
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,ENTRY_ATTEMPT,2026.02.02 10:05:00,BUY,0.6009400000,0.0000000000,14,0.0000,0.01000000,17.81000000,0.5831300000,27,27,10009,NO,0.005934285714
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,ENTRY_ATTEMPT,2026.02.02 10:05:00,BUY,1.3651200000,0.0000000000,17,0.0000,0.01000000,16.84296176,1.3423500000,28,28,10009,NO,0.007588571429
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,ENTRY_TRANSACTION,NONE,BUY,0.6944300000,0.6944300000,15,0.0000,0.01000000,20.20000000,0.6742300000,26,26,10009,YES,0.000000000000
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,ENTRY_TRANSACTION,NONE,BUY,0.6009400000,0.6009400000,14,0.0000,0.01000000,17.81000000,0.5831300000,27,27,10009,YES,0.000000000000
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.02 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,ENTRY_TRANSACTION,NONE,BUY,1.3651200000,1.3651200000,17,0.0000,0.01000000,16.84296176,1.3423500000,28,28,10009,YES,0.000000000000
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,EXIT_ATTEMPT,2026.02.09 10:05:00,BUY,0.7033000000,0.0000000000,0,0.0000,0.01000000,0,0,29,29,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,EXIT_ATTEMPT,2026.02.09 10:05:00,BUY,0.6018900000,0.0000000000,0,0.0000,0.01000000,0,0,30,30,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,EXIT_ATTEMPT,2026.02.09 10:05:00,BUY,1.3641300000,0.0000000000,0,0.0000,0.01000000,0,0,31,31,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,EXIT_TRANSACTION,NONE,BUY,0.7033000000,0.7033000000,0,0.0000,0.01000000,0,0,29,29,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,EXIT_TRANSACTION,NONE,BUY,0.6018900000,0.6018900000,0,0.0000,0.01000000,0,0,30,30,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,EXIT_TRANSACTION,NONE,BUY,1.3641300000,1.3641300000,0,0.0000,0.01000000,0,0,31,31,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,ENTRY_ATTEMPT,2026.02.09 10:05:00,SELL,1.3603000000,0.0000000000,14,0.0000,0.00000000,0.00000000,1.3929200000,0,0,0,NO,0.010872142857
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,ENTRY_ATTEMPT,2026.02.09 10:05:00,BUY,0.7034800000,0.0000000000,15,0.0000,0.00000000,0.00000000,0.6782200000,0,0,0,NO,0.008418571429
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,ENTRY_ATTEMPT,2026.02.09 10:05:00,BUY,0.6020400000,0.0000000000,14,0.0000,0.01000000,20.99000000,0.5810500000,32,32,10009,NO,0.006995714286
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,ENTRY_ATTEMPT,2026.02.09 10:05:00,BUY,156.5930000000,0.0000000000,14,0.0000,0.00000000,0.00000000,152.1060000000,0,0,0,NO,1.495642857143
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.09 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,ENTRY_TRANSACTION,NONE,BUY,0.6020400000,0.6020400000,14,0.0000,0.01000000,20.99000000,0.5810500000,32,32,10009,YES,0.000000000000
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.16 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,EXIT_ATTEMPT,2026.02.16 10:05:00,BUY,0.6041800000,0.0000000000,0,0.0000,0.01000000,0,0,33,33,10009,NO,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.16 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,EXIT_TRANSACTION,NONE,BUY,0.6041800000,0.6041800000,0,0.0000,0.01000000,0,0,33,33,10009,YES,CROSS_SECTIONAL_WEEKLY_REBALANCE
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.16 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,ENTRY_ATTEMPT,2026.02.16 10:05:00,SELL,1.1867500000,0.0000000000,13,0.0000,0.00000000,0.00000000,1.2130400000,0,0,0,NO,0.008762142857
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.16 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,ENTRY_ATTEMPT,2026.02.16 10:05:00,SELL,1.3654000000,0.0000000000,15,0.0000,0.00000000,0.00000000,1.3965100000,0,0,0,NO,0.010367857143
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.16 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,ENTRY_ATTEMPT,2026.02.16 10:05:00,BUY,0.7093900000,0.0000000000,15,0.0000,0.00000000,0.00000000,0.6835200000,0,0,0,NO,0.008621428571
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.16 10:05:01,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,ENTRY_ATTEMPT,2026.02.16 10:05:00,SELL,0.7680500000,0.0000000000,16,0.0000,0.00000000,0.00000000,0.7924700000,0,0,0,NO,0.008137857143
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.23 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,ENTRY_ATTEMPT,2026.02.23 10:05:00,SELL,1.3514400000,0.0000000000,14,0.0000,0.00000000,0.00000000,1.3782200000,0,0,0,NO,0.008926428571
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.23 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,ENTRY_ATTEMPT,2026.02.23 10:05:00,BUY,0.7075500000,0.0000000000,15,0.0000,0.01000000,21.79000000,0.6857600000,34,34,10009,NO,0.007261428571
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.23 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,ENTRY_ATTEMPT,2026.02.23 10:05:00,SELL,0.5975800000,0.0000000000,14,0.0000,0.01000000,17.51000000,0.6150900000,35,35,10009,NO,0.005834285714
SOLTRADE_PHASE6_V29_TRANSACTION_V1,2026.02.23 10:05:00,V29_2026_PRESEAL_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,ENTRY_ATTEMPT,2026.02.23 10:05:00,SELL,154.6110000000,0.0000000000,14,0.0000,0.00000000,0.00000000,158.5710000000,0,0,0,NO,1.319785714286
