field,value
schema,SOLTRADE_PHASE6_V26_SYMBOL_SPECIFICATION_V1
symbol,USDJPY
digits,3
point,0.001000000000
trade_tick_size,0.001000000000
trade_tick_value,0.612099992655
contract_size,100000.0000
volume_min,0.01000000
volume_max,50.00000000
volume_step,0.01000000
stops_level_points,0
freeze_level_points,0
swap_mode,1
swap_long,9.54000000
swap_short,-18.97000000
swap_rollover3_day,3
price_fields_written,NO
orders_or_positions,ZERO
status,PASS
