logical_name,size_bytes,sha256
m1-hcc-bars/2024.hcc,22337052,d86af3bf68eb7d8fc93c7de8372af97de7a0aa6c93995cb68ab9458c67f0b33c
m1-hcc-bars/2025.hcc,22268841,1eff47967f97cf5ed1fe2c2f4f98e0327602da3abaadbb4b8f102df768dd4676
m1-hcc-bars/2026.hcc,12663975,301f48816dc1a963c386da6a65d17d3a657b89b69acf2a3ec21a0e4f10c74082
m1-hcc-bars/cache/H1.hc,973796,91786dff5ffa3913dd5e35d4013b7ad8a591cce294b6316f9c337dd15bd5f0af
