field,value
classification,NO_OPEN_POSITION_AT_CUTOFF
eligible_to,2025.08.06 16:00:00
observation_time,2025.08.06 15:59:58
position_open,NO
position_ticket,52
position_identifier,52
position_type,1
volume,0.08000000
entry_price,1.1550400000
stop_loss,1.1581400000
unrealized_result_reporting_only,-12.32000000
formal_pnl_included,NO
naturally_closed_trade_included,NO
