field,value
classification,NO_OPEN_POSITION_AT_CUTOFF
eligible_to,2026.07.01 00:00:00
observation_time,2026.06.30 23:59:58
position_open,NO
position_ticket,38
position_identifier,38
position_type,1
volume,0.13000000
entry_price,1.1384200000
stop_loss,1.1402600000
unrealized_result_reporting_only,-23.79000000
formal_pnl_included,NO
naturally_closed_trade_included,NO
