schema,server_hour,opening_time_msc,closing_time_msc,opening_balance,opening_equity,closing_balance,closing_equity,minimum_equity,minimum_time_msc,profit_at_minimum,opening_positions,closing_positions,maximum_positions
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.02 21:00:00,1733173200000,1733176799572,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733173200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.02 22:00:00,1733176800000,1733180399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733176800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.02 23:00:00,1733180400000,1733183999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733180400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 00:00:00,1733184150000,1733187599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733184150000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 01:00:00,1733187600000,1733191199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733187600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 02:00:00,1733191200000,1733194799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733191200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 03:00:00,1733194800000,1733198399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733194800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 04:00:00,1733198400000,1733201999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733198400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 05:00:00,1733202000000,1733205599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733202000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 06:00:00,1733205600000,1733209199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733205600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 07:00:00,1733209200000,1733212799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733209200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 08:00:00,1733212800000,1733216399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733212800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 09:00:00,1733216400000,1733219999835,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733216400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 10:00:00,1733220000000,1733223599449,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733220000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 11:00:00,1733223600000,1733227199589,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733223600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 12:00:00,1733227200000,1733230799118,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733227200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 13:00:00,1733230800000,1733234399957,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733230800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 14:00:00,1733234400000,1733237999112,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733234400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 15:00:00,1733238000000,1733241599992,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733238000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 16:00:00,1733241600000,1733245199453,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733241600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 17:00:00,1733245200000,1733248799319,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733245200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 18:00:00,1733248800000,1733252399667,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733248800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 19:00:00,1733252400000,1733255999737,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733252400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 20:00:00,1733256000000,1733259599663,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733256000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 21:00:00,1733259600000,1733263199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733259600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 22:00:00,1733263200000,1733266799379,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733263200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.03 23:00:00,1733266800000,1733270399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733266800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 00:00:00,1733270400000,1733273999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733270400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 01:00:00,1733274000000,1733277599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733274000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 02:00:00,1733277600000,1733281199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733277600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 03:00:00,1733281200000,1733284799900,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733281200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 04:00:00,1733284800000,1733288399462,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733284800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 05:00:00,1733288400000,1733291999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733288400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 06:00:00,1733292000000,1733295599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733292000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 07:00:00,1733295600000,1733299199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733295600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 08:00:00,1733299200000,1733302799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733299200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 09:00:00,1733302800000,1733306399696,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733302800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 10:00:00,1733306400000,1733309999442,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733306400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 11:00:00,1733310000000,1733313599017,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733310000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 12:00:00,1733313600000,1733317199637,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733313600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 13:00:00,1733317200000,1733320799482,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733317200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 14:00:00,1733320800000,1733324399549,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733320800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 15:00:00,1733324400000,1733327999056,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733324400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 16:00:00,1733328000000,1733331599264,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733328000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 17:00:00,1733331600000,1733335199507,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733331600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 18:00:00,1733335200000,1733338799400,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733335200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 19:00:00,1733338800000,1733342399537,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733338800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 20:00:00,1733342400000,1733345999173,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733342400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 21:00:00,1733346000000,1733349599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733346000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 22:00:00,1733349600000,1733353199161,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733349600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.04 23:00:00,1733353200000,1733356799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733353200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 00:00:00,1733356920000,1733360399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733356920000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 01:00:00,1733360400000,1733363999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733360400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 02:00:00,1733364000000,1733367599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733364000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 03:00:00,1733367600000,1733371199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733367600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 04:00:00,1733371200000,1733374799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733371200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 05:00:00,1733374800000,1733378399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733374800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 06:00:00,1733378400000,1733381999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733378400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 07:00:00,1733382000000,1733385599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733382000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 08:00:00,1733385600000,1733389199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733385600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 09:00:00,1733389200000,1733392799164,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733389200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 10:00:00,1733392800000,1733396399334,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733392800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 11:00:00,1733396400000,1733399999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733396400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 12:00:00,1733400000000,1733403599357,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733400000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 13:00:00,1733403600000,1733407199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733403600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 14:00:00,1733407200000,1733410799195,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733407200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 15:00:00,1733410800000,1733414399290,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733410800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 16:00:00,1733414400000,1733417999501,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733414400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 17:00:00,1733418000000,1733421599179,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733418000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 18:00:00,1733421600000,1733425199966,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733421600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 19:00:00,1733425200000,1733428799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733425200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 20:00:00,1733428800000,1733432399652,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733428800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 21:00:00,1733432400000,1733435999800,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733432400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 22:00:00,1733436000000,1733439599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733436000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.05 23:00:00,1733439600000,1733443199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733439600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 00:00:00,1733443350000,1733446799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733443350000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 01:00:00,1733446800000,1733450399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733446800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 02:00:00,1733450400000,1733453999357,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733450400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 03:00:00,1733454000000,1733457599462,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733454000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 04:00:00,1733457600000,1733461199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733457600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 05:00:00,1733461200000,1733464799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733461200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 06:00:00,1733464800000,1733468399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733464800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 07:00:00,1733468400000,1733471999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733468400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 08:00:00,1733472000000,1733475599286,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733472000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 09:00:00,1733475600000,1733479199900,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733475600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 10:00:00,1733479200000,1733482799379,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733479200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 11:00:00,1733482800000,1733486399724,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733482800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 12:00:00,1733486400000,1733489999442,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733486400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 13:00:00,1733490000000,1733493599462,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733490000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 14:00:00,1733493600000,1733497199555,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733493600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 15:00:00,1733497200000,1733500799429,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733497200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 16:00:00,1733500800000,1733504399323,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733500800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 17:00:00,1733504400000,1733507999299,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733504400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 18:00:00,1733508000000,1733511599535,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733508000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 19:00:00,1733511600000,1733515199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733511600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 20:00:00,1733515200000,1733518799812,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733515200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 21:00:00,1733518800000,1733522399353,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733518800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 22:00:00,1733522400000,1733525999442,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733522400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.06 23:00:00,1733526000000,1733529330000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733526000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.09 00:00:00,1733702400000,1733705999000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733702400000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.09 01:00:00,1733706000000,1733709599000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733706000000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.09 02:00:00,1733709600000,1733713199000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733709600000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.09 03:00:00,1733713200000,1733716799000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733713200000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.09 04:00:00,1733716800000,1733720399000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733716800000,0.00000000,0,0,0
SOLTRADE_FXIFY_V28_EQUITY_HOUR_V1,2024.12.09 05:00:00,1733720400000,1733723999379,10000.00000000,10000.00000000,10000.00000000,10000.00000000,10000.00000000,1733720400000,0.00000000,0,0,0
