schema,symbol,previous_tick,current_tick,gap_seconds
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2020.11.20 23:57:59,2020.11.23 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2020.11.27 23:57:30,2020.11.30 00:00:00,172950
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2020.12.04 23:57:59,2020.12.07 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2020.12.11 23:57:59,2020.12.14 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2020.12.18 23:57:59,2020.12.21 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2020.12.24 23:59:30,2020.12.28 00:00:00,259230
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2020.12.31 23:59:59,2021.01.04 00:00:00,259201
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.01.08 23:57:59,2021.01.11 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.01.15 23:57:59,2021.01.18 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.01.22 23:57:59,2021.01.25 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.01.29 23:57:59,2021.02.01 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.02.05 23:57:59,2021.02.08 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.02.12 23:57:59,2021.02.15 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.02.19 23:57:59,2021.02.22 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.02.26 23:57:59,2021.03.01 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.03.05 23:57:59,2021.03.08 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.03.12 23:57:59,2021.03.15 00:05:30,173251
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.03.19 23:57:59,2021.03.22 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.03.26 23:57:59,2021.03.29 00:06:00,173281
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.04.02 23:49:59,2021.04.05 00:02:30,173551
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.04.09 23:57:59,2021.04.12 00:10:30,173551
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.04.16 23:57:59,2021.04.19 00:03:00,173101
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.04.23 23:57:59,2021.04.26 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.04.30 23:57:59,2021.05.03 00:02:30,173071
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.05.07 23:57:59,2021.05.10 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.05.14 23:57:59,2021.05.17 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.05.21 23:57:59,2021.05.24 00:01:30,173011
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.05.28 23:57:59,2021.05.31 00:03:00,173101
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.06.04 23:57:59,2021.06.07 00:04:30,173191
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.06.11 23:57:59,2021.06.14 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.06.18 23:57:59,2021.06.21 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.06.25 23:57:59,2021.06.28 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.07.02 23:57:59,2021.07.05 00:00:00,172921
