physical_run,run_id,segment,dataset,cost_profile,execution_layer,position_identifier,direction,entry_time,exit_time,entry_price,exit_price,volume,initial_risk_amount,native_deal_net_before_external_commission,native_tester_commission,external_commission_adjustment,native_trade_net,spread_cost,swap_cost,fee_cost,adverse_entry_slippage_cost,adverse_exit_slippage_cost,native_friction,supplementary_multiplier,supplementary_charge,adjusted_trade_net,realized_net_R,exit_reason,naturally_closed,holding_seconds,synthetic_equity_before,synthetic_cash_flow,synthetic_equity_after
18,018-o1-stress-native,O1,OUT_OF_SAMPLE,STRESS,NATIVE_NORMAL_EXECUTION,34,LONG,2025-12-16T17:00:00,2025-12-16T17:54:35,1.18003,1.17734,0.09,24.21,-24.21,0.0,0.54,-24.75,1.08,0.0,0.0,0.0,0.0,1.62,1.0,1.62,-26.37,-1.0892193308550187,STOP_LOSS_EXIT,True,3275.0,9873.763859662042,-26.88673616060389,9846.877123501437
19,019-d1-normal-delay200,D1,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,2,LONG,2025-01-20T16:00:00,2025-01-20T19:25:03,1.03987,1.03613,0.06,21.96,-22.44,0.0,0.36,-22.8,0.6599999999999999,0.0,0.0,0.06000000000039307,0.0,1.080000000000393,0.0,0.0,-22.8,-1.0382513661202186,STOP_LOSS_EXIT,True,12303.0,10000.0,-25.956284153005466,9974.043715846994
19,019-d1-normal-delay200,D1,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,4,LONG,2025-01-22T12:00:00,2025-01-22T18:21:51,1.04472,1.04123,0.07,24.36,-24.43,0.0,0.42000000000000004,-24.85,0.77,0.0,0.0,0.07000000000045858,0.0,1.2600000000004585,0.0,0.0,-24.85,-1.0201149425287357,STOP_LOSS_EXIT,True,22911.0,9974.043715846994,-25.436677579925885,9948.607038267068
19,019-d1-normal-delay200,D1,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,6,LONG,2025-01-23T20:00:00,2025-01-27T04:00:00,1.04361,1.04622,0.07,23.45,16.91,0.0,0.42000000000000004,16.49,0.77,1.36,0.0,0.06999999999890427,0.0,2.619999999998904,0.0,0.0,16.49,0.7031982942430703,LONG_EXIT_BREAKOUT,True,288000.0,9948.607038267068,17.489608748510015,9966.096647015578
19,019-d1-normal-delay200,D1,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,8,SHORT,2025-01-29T16:00:00,2025-01-29T17:37:25,1.03872,1.04131,0.09,23.31,-23.31,0.0,0.54,-23.849999999999998,0.99,0.0,0.0,0.0,0.0,1.53,0.0,0.0,-23.849999999999998,-1.0231660231660231,STOP_LOSS_EXIT,True,5845.0,9966.096647015578,-25.492428682037918,9940.60421833354
19,019-d1-normal-delay200,D1,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,10,LONG,2025-01-30T16:00:00,2025-01-30T16:34:46,1.04566,1.04249,0.07,22.68,-22.19,0.0,0.42000000000000004,-22.610000000000003,0.77,0.0,0.0,0.0,0.0,1.19,0.0,0.0,-22.610000000000003,-0.9969135802469137,STOP_LOSS_EXIT,True,2086.0,9940.60421833354,-24.774808352791155,9915.829409980748
19,019-d1-normal-delay200,D1,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,12,SHORT,2025-02-03T03:00:00,2025-02-03T15:00:00,1.02312,1.02588,0.03,19.26,-8.28,0.0,0.18,-8.459999999999999,0.39,0.0,0.0,0.030000000000196536,0.0,0.6000000000001966,0.0,0.0,-8.459999999999999,-0.43925233644859807,SHORT_EXIT_BREAKOUT,True,43200.0,9915.829409980748,-10.888878090399418,9904.940531890348
20,020-d1-high-delay200,D1,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,2,LONG,2025-01-20T16:00:00,2025-01-20T19:25:03,1.03987,1.03613,0.06,21.96,-22.44,0.0,0.36,-22.8,0.6599999999999999,0.0,0.0,0.06000000000039307,0.0,1.080000000000393,0.5,0.5400000000001965,-23.3400000000002,-1.0628415300546539,STOP_LOSS_EXIT,True,12303.0,10000.0,-26.571038251366346,9973.428961748634
20,020-d1-high-delay200,D1,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,4,LONG,2025-01-22T12:00:00,2025-01-22T18:21:51,1.04472,1.04123,0.07,24.36,-24.43,0.0,0.42000000000000004,-24.85,0.77,0.0,0.0,0.07000000000045858,0.0,1.2600000000004585,0.5,0.6300000000002293,-25.48000000000023,-1.0459770114942624,STOP_LOSS_EXIT,True,22911.0,9973.428961748634,-26.0799435494004,9947.349018199233
20,020-d1-high-delay200,D1,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,6,LONG,2025-01-23T20:00:00,2025-01-27T04:00:00,1.04361,1.04622,0.07,23.45,16.91,0.0,0.42000000000000004,16.49,0.77,1.36,0.0,0.06999999999890427,0.0,2.619999999998904,0.5,1.309999999999452,15.180000000000547,0.6473347547974647,LONG_EXIT_BREAKOUT,True,288000.0,9947.349018199233,16.098161843952006,9963.447180043186
20,020-d1-high-delay200,D1,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,8,SHORT,2025-01-29T16:00:00,2025-01-29T17:37:25,1.03872,1.04131,0.09,23.31,-23.31,0.0,0.54,-23.849999999999998,0.99,0.0,0.0,0.0,0.0,1.53,0.5,0.765,-24.615,-1.055984555984556,STOP_LOSS_EXIT,True,5845.0,9963.447180043186,-26.3031158662337,9937.144064176951
20,020-d1-high-delay200,D1,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,10,LONG,2025-01-30T16:00:00,2025-01-30T16:34:46,1.04566,1.04249,0.07,22.68,-22.19,0.0,0.42000000000000004,-22.610000000000003,0.77,0.0,0.0,0.0,0.0,1.19,0.5,0.595,-23.205000000000002,-1.0231481481481481,STOP_LOSS_EXIT,True,2086.0,9937.144064176951,-25.417926367860026,9911.726137809092
20,020-d1-high-delay200,D1,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,12,SHORT,2025-02-03T03:00:00,2025-02-03T15:00:00,1.02312,1.02588,0.03,19.26,-8.28,0.0,0.18,-8.459999999999999,0.39,0.0,0.0,0.030000000000196536,0.0,0.6000000000001966,0.5,0.3000000000000983,-8.760000000000097,-0.4548286604361421,SHORT_EXIT_BREAKOUT,True,43200.0,9911.726137809092,-11.270342804674014,9900.455795004418
21,021-d1-stress-delay200,D1,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,2,LONG,2025-01-20T16:00:00,2025-01-20T19:25:03,1.03987,1.03613,0.06,21.96,-22.44,0.0,0.36,-22.8,0.6599999999999999,0.0,0.0,0.06000000000039307,0.0,1.080000000000393,1.0,1.080000000000393,-23.880000000000393,-1.087431693989089,STOP_LOSS_EXIT,True,12303.0,10000.0,-27.185792349727222,9972.814207650274
21,021-d1-stress-delay200,D1,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,4,LONG,2025-01-22T12:00:00,2025-01-22T18:21:51,1.04472,1.04123,0.07,24.36,-24.43,0.0,0.42000000000000004,-24.85,0.77,0.0,0.0,0.07000000000045858,0.0,1.2600000000004585,1.0,1.2600000000004585,-26.11000000000046,-1.071839080459789,STOP_LOSS_EXIT,True,22911.0,9972.814207650274,-26.723130024810473,9946.091077625462
21,021-d1-stress-delay200,D1,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,6,LONG,2025-01-23T20:00:00,2025-01-27T04:00:00,1.04361,1.04622,0.07,23.45,16.91,0.0,0.42000000000000004,16.49,0.77,1.36,0.0,0.06999999999890427,0.0,2.619999999998904,1.0,2.619999999998904,13.870000000001095,0.5914712153518591,LONG_EXIT_BREAKOUT,True,288000.0,9946.091077625462,14.707066444208534,9960.798144069671
21,021-d1-stress-delay200,D1,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,8,SHORT,2025-01-29T16:00:00,2025-01-29T17:37:25,1.03872,1.04131,0.09,23.31,-23.31,0.0,0.54,-23.849999999999998,0.99,0.0,0.0,0.0,0.0,1.53,1.0,1.53,-25.38,-1.0888030888030888,STOP_LOSS_EXIT,True,5845.0,9960.798144069671,-27.113369465517835,9933.684774604153
21,021-d1-stress-delay200,D1,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,10,LONG,2025-01-30T16:00:00,2025-01-30T16:34:46,1.04566,1.04249,0.07,22.68,-22.19,0.0,0.42000000000000004,-22.610000000000003,0.77,0.0,0.0,0.0,0.0,1.19,1.0,1.19,-23.800000000000004,-1.049382716049383,STOP_LOSS_EXIT,True,2086.0,9933.684774604153,-26.06059277288127,9907.624181831272
21,021-d1-stress-delay200,D1,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,12,SHORT,2025-02-03T03:00:00,2025-02-03T15:00:00,1.02312,1.02588,0.03,19.26,-8.28,0.0,0.18,-8.459999999999999,0.39,0.0,0.0,0.030000000000196536,0.0,0.6000000000001966,1.0,0.6000000000001966,-9.060000000000196,-0.47040498442368617,SHORT_EXIT_BREAKOUT,True,43200.0,9907.624181831272,-11.65148949732519,9895.972692333948
22,022-d2-normal-delay200,D2,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,2,SHORT,2025-02-19T19:00:00,2025-02-19T21:14:27,1.04041,1.04271,0.1,23.0,-23.0,0.0,0.6000000000000001,-23.6,1.1,0.0,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,-23.6,-1.0260869565217392,STOP_LOSS_EXIT,True,8067.0,10000.0,-25.65217391304348,9974.347826086956
22,022-d2-normal-delay200,D2,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,4,LONG,2025-02-20T18:00:05,2025-02-21T11:00:00,1.04733,1.04776,0.08,22.4,2.66,0.0,0.48,2.18,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.0,0.0,2.18,0.09732142857142859,LONG_EXIT_BREAKOUT,True,61195.0,9974.347826086956,2.4267944487577644,9976.774620535714
22,022-d2-normal-delay200,D2,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,6,LONG,2025-02-24T04:00:01,2025-02-24T09:45:01,1.05187,1.04888,0.08,23.92,-23.92,0.0,0.48,-24.400000000000002,0.96,0.0,0.0,0.0,0.0,1.44,0.0,0.0,-24.400000000000002,-1.020066889632107,STOP_LOSS_EXIT,True,20700.0,9976.774620535714,-25.442443639326026,9951.332176896389
22,022-d2-normal-delay200,D2,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,8,SHORT,2025-02-27T05:00:00,2025-03-03T12:01:32,1.04706,1.04389,0.09,23.76,29.35,0.0,0.54,28.810000000000002,0.99,0.82,0.0,0.0,0.0,2.35,0.0,0.0,28.810000000000002,1.2125420875420876,SHORT_EXIT_BREAKOUT,True,370892.0,9951.332176896389,30.166022728996737,9981.498199625386
23,023-d2-high-delay200,D2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,2,SHORT,2025-02-19T19:00:00,2025-02-19T21:14:27,1.04041,1.04271,0.1,23.0,-23.0,0.0,0.6000000000000001,-23.6,1.1,0.0,0.0,0.0,0.0,1.7000000000000002,0.5,0.8500000000000001,-24.450000000000003,-1.0630434782608698,STOP_LOSS_EXIT,True,8067.0,10000.0,-26.576086956521745,9973.423913043478
23,023-d2-high-delay200,D2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,4,LONG,2025-02-20T18:00:05,2025-02-21T11:00:00,1.04733,1.04776,0.08,22.4,2.66,0.0,0.48,2.18,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.5,1.1099999999999999,1.0700000000000003,0.04776785714285716,LONG_EXIT_BREAKOUT,True,61195.0,9973.423913043478,1.191022721758541,9974.614935765236
23,023-d2-high-delay200,D2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,6,LONG,2025-02-24T04:00:01,2025-02-24T09:45:01,1.05187,1.04888,0.08,23.92,-23.92,0.0,0.48,-24.400000000000002,0.96,0.0,0.0,0.0,0.0,1.44,0.5,0.72,-25.12,-1.0501672240802675,STOP_LOSS_EXIT,True,20700.0,9974.614935765236,-26.187534195905382,9948.42740156933
23,023-d2-high-delay200,D2,DEVELOPMENT,HIGH,FIXED_DELAY_200_MS,8,SHORT,2025-02-27T05:00:00,2025-03-03T12:01:32,1.04706,1.04389,0.09,23.76,29.35,0.0,0.54,28.810000000000002,0.99,0.82,0.0,0.0,0.0,2.35,0.5,1.175,27.635,1.1630892255892256,SHORT_EXIT_BREAKOUT,True,370892.0,9948.42740156933,28.92727180580476,9977.354673375135
24,024-d2-stress-delay200,D2,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,2,SHORT,2025-02-19T19:00:00,2025-02-19T21:14:27,1.04041,1.04271,0.1,23.0,-23.0,0.0,0.6000000000000001,-23.6,1.1,0.0,0.0,0.0,0.0,1.7000000000000002,1.0,1.7000000000000002,-25.3,-1.1,STOP_LOSS_EXIT,True,8067.0,10000.0,-27.500000000000004,9972.5
24,024-d2-stress-delay200,D2,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,4,LONG,2025-02-20T18:00:05,2025-02-21T11:00:00,1.04733,1.04776,0.08,22.4,2.66,0.0,0.48,2.18,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,1.0,2.2199999999999998,-0.03999999999999959,-0.0017857142857142677,LONG_EXIT_BREAKOUT,True,61195.0,9972.5,-0.04452008928571384,9972.455479910714
24,024-d2-stress-delay200,D2,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,6,LONG,2025-02-24T04:00:01,2025-02-24T09:45:01,1.05187,1.04888,0.08,23.92,-23.92,0.0,0.48,-24.400000000000002,0.96,0.0,0.0,0.0,0.0,1.44,1.0,1.44,-25.840000000000003,-1.0802675585284283,STOP_LOSS_EXIT,True,20700.0,9972.455479910714,-26.93230033454148,9945.523179576172
24,024-d2-stress-delay200,D2,DEVELOPMENT,STRESS,FIXED_DELAY_200_MS,8,SHORT,2025-02-27T05:00:00,2025-03-03T12:01:32,1.04706,1.04389,0.09,23.76,29.35,0.0,0.54,28.810000000000002,0.99,0.82,0.0,0.0,0.0,2.35,1.0,2.35,26.46,1.1136363636363635,SHORT_EXIT_BREAKOUT,True,370892.0,9945.523179576172,27.689240670410932,9973.212420246582
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,2,SHORT,2025-03-21T19:00:00,2025-03-24T02:55:13,1.08058,1.08378,0.07,22.33,-22.08,0.0,0.42000000000000004,-22.5,0.8400000000000001,0.32,0.0,0.0,0.0,1.5800000000000003,0.0,0.0,-22.5,-1.007613076578594,STOP_LOSS_EXIT,True,201313.0,10000.0,-25.19032691446485,9974.809673085536
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,4,SHORT,2025-03-24T17:00:00,2025-03-25T13:52:40,1.07925,1.0825,0.07,22.75,-22.43,0.0,0.42000000000000004,-22.85,0.9100000000000001,0.32,0.0,0.0,0.0,1.6500000000000001,0.0,0.0,-22.85,-1.0043956043956044,STOP_LOSS_EXIT,True,75160.0,9974.809673085536,-25.04663747582467,9949.76303560971
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,6,SHORT,2025-03-26T21:00:00,2025-03-27T07:36:38,1.07562,1.07873,0.08,24.8,-23.799999999999997,0.0,0.48,-24.279999999999998,0.96,1.08,0.0,0.0,0.0,2.52,0.0,0.0,-24.279999999999998,-0.979032258064516,STOP_LOSS_EXIT,True,38198.0,9949.76303560971,-24.35284742989957,9925.41018817981
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,8,SHORT,2025-03-28T13:00:00,2025-03-28T16:08:14,1.07733,1.07983,0.1,24.7,-25.0,0.0,0.6000000000000001,-25.6,1.2000000000000002,0.0,0.0,0.0,0.0,1.8000000000000003,0.0,0.0,-25.6,-1.0364372469635628,STOP_LOSS_EXIT,True,11294.0,9925.41018817981,-25.717662026052952,9899.692526153758
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,10,SHORT,2025-03-31T16:00:00,2025-04-01T04:00:00,1.0803,1.08257,0.07,22.47,-15.57,0.0,0.42000000000000004,-15.99,0.9100000000000001,0.32,0.0,0.0,0.0,1.6500000000000001,0.0,0.0,-15.99,-0.711615487316422,SHORT_EXIT_BREAKOUT,True,43200.0,9899.692526153758,-17.611936303204118,9882.080589850553
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,12,SHORT,2025-04-01T15:00:00,2025-04-01T17:13:12,1.07806,1.08091,0.08,22.8,-22.8,0.0,0.48,-23.28,1.04,0.0,0.0,0.0,0.0,1.52,0.0,0.0,-23.28,-1.0210526315789474,STOP_LOSS_EXIT,True,7992.0,9882.080589850553,-25.225310979355363,9856.855278871199
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,14,LONG,2025-04-02T16:00:00,2025-04-04T11:00:00,1.08195,1.10036,0.09,23.13,162.2,0.0,0.54,161.66,1.08,3.49,0.0,0.0,0.0,5.11,0.0,0.0,161.66,6.989191526156507,LONG_EXIT_BREAKOUT,True,154800.0,9856.855278871199,172.22862347409404,10029.083902345292
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,16,LONG,2025-04-09T04:00:00,2025-04-09T20:25:52,1.10154,1.09541,0.04,24.36,-24.52,0.0,0.24,-24.759999999999998,0.52,0.0,0.0,0.0,0.0,0.76,0.0,0.0,-24.759999999999998,-1.0164203612479474,STOP_LOSS_EXIT,True,59152.0,10029.083902345292,-25.48441270751944,10003.599489637772
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,18,LONG,2025-04-10T14:00:00,2025-04-14T16:00:00,1.10804,1.13383,0.03,19.23,76.79,0.0,0.18,76.61,0.39,0.58,0.0,0.0,0.0,1.15,0.0,0.0,76.61,3.983879355174207,LONG_EXIT_BREAKOUT,True,352800.0,10003.599489637772,99.63283371049789,10103.232323348271
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,20,LONG,2025-04-16T09:00:03,2025-04-17T09:00:00,1.13804,1.1352,0.05,22.8,-15.66,0.0,0.30000000000000004,-15.96,0.7000000000000001,1.46,0.0,0.0,0.0,2.46,0.0,0.0,-15.96,-0.7000000000000001,LONG_EXIT_BREAKOUT,True,86397.0,10103.232323348271,-17.680656565859476,10085.551666782412
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,22,LONG,2025-04-21T02:00:00,2025-04-21T18:00:00,1.14338,1.14973,0.08,23.84,50.8,0.0,0.48,50.32,1.04,0.0,0.0,0.0,0.0,1.52,0.0,0.0,50.32,2.110738255033557,LONG_EXIT_BREAKOUT,True,57600.0,10085.551666782412,53.21989931548772,10138.7715660979
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,24,SHORT,2025-04-23T02:00:00,2025-04-23T03:56:12,1.13368,1.1394,0.04,22.88,-22.88,0.0,0.24,-23.119999999999997,0.52,0.0,0.0,0.0,0.0,0.76,0.0,0.0,-23.119999999999997,-1.0104895104895104,STOP_LOSS_EXIT,True,6972.0,10138.7715660979,-25.612805791978083,10113.158760305922
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,26,SHORT,2025-04-25T07:00:00,2025-04-25T10:17:21,1.13256,1.13657,0.06,24.18,-24.06,0.0,0.36,-24.419999999999998,0.6599999999999999,0.0,0.0,0.0,0.0,1.02,0.0,0.0,-24.419999999999998,-1.009925558312655,STOP_LOSS_EXIT,True,11841.0,10113.158760305922,-25.533843768266188,10087.624916537656
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,28,SHORT,2025-04-28T10:00:00,2025-04-28T15:24:59,1.13311,1.137,0.06,23.34,-23.34,0.0,0.36,-23.7,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,-23.7,-1.0154241645244215,STOP_LOSS_EXIT,True,19499.0,10087.624916537656,-25.608045257277467,10062.016871280379
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,30,SHORT,2025-04-30T05:00:00,2025-04-30T09:39:35,1.1358,1.13962,0.06,22.92,-22.92,0.0,0.36,-23.28,0.78,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,-23.28,-1.0157068062827226,STOP_LOSS_EXIT,True,16775.0,10062.016871280379,-25.550147552727665,10036.466723727652
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,32,SHORT,2025-04-30T19:00:00,2025-05-01T14:00:00,1.13477,1.13328,0.05,22.0,8.13,0.0,0.30000000000000004,7.830000000000001,0.6000000000000001,0.68,0.0,0.0,0.0,1.58,0.0,0.0,7.830000000000001,0.35590909090909095,SHORT_EXIT_BREAKOUT,True,68400.0,10036.466723727652,8.930174368953129,10045.396898096606
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,34,SHORT,2025-05-01T18:00:00,2025-05-02T07:00:00,1.1281,1.13134,0.06,24.9,-19.17,0.0,0.36,-19.53,0.72,0.27,0.0,0.0,0.0,1.35,0.0,0.0,-19.53,-0.7843373493975905,SHORT_EXIT_BREAKOUT,True,46800.0,10045.396898096606,-19.69744994174967,10025.699448154855
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,36,LONG,2025-05-05T16:00:00,2025-05-05T18:34:54,1.13605,1.13225,0.06,22.8,-22.8,0.0,0.36,-23.16,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,-23.16,-1.0157894736842106,STOP_LOSS_EXIT,True,9294.0,10025.699448154855,-25.459999914393254,10000.239448240462
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,38,SHORT,2025-05-06T04:00:00,2025-05-06T07:02:32,1.12857,1.13185,0.07,22.96,-22.96,0.0,0.42000000000000004,-23.380000000000003,0.9100000000000001,0.0,0.0,0.0,0.0,1.33,0.0,0.0,-23.380000000000003,-1.0182926829268293,STOP_LOSS_EXIT,True,10952.0,10000.239448240462,-25.457926644148735,9974.781521596313
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,40,SHORT,2025-05-07T23:00:00,2025-05-09T09:00:00,1.1306,1.12359,0.06,24.9,43.14,0.0,0.36,42.78,1.08,1.08,0.0,0.0,0.0,2.52,0.0,0.0,42.78,1.7180722891566267,SHORT_EXIT_BREAKOUT,True,122400.0,9974.781521596313,42.843489306615496,10017.625010902928
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,42,SHORT,2025-05-12T11:00:00,2025-05-13T07:00:00,1.11046,1.1117,0.05,24.6,-5.97,0.0,0.30000000000000004,-6.27,0.6000000000000001,0.23,0.0,0.0,0.0,1.1300000000000001,0.0,0.0,-6.27,-0.25487804878048775,SHORT_EXIT_BREAKOUT,True,72000.0,10017.625010902928,-6.383181790483877,10011.241829112443
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,44,SHORT,2025-05-14T23:00:00,2025-05-15T09:22:38,1.11667,1.12071,0.06,24.24,-23.43,0.0,0.36,-23.79,0.96,0.81,0.0,0.0,0.0,2.13,0.0,0.0,-23.79,-0.9814356435643564,STOP_LOSS_EXIT,True,37358.0,10011.241829112443,-24.563473918583437,9986.67835519386
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,46,SHORT,2025-05-16T18:00:00,2025-05-19T01:06:31,1.1154,1.11874,0.07,23.38,-23.06,0.0,0.42000000000000004,-23.48,0.8400000000000001,0.32,0.0,0.0,0.0,1.5800000000000003,0.0,0.0,-23.48,-1.0042771599657827,STOP_LOSS_EXIT,True,198391.0,9986.67835519386,-25.073482440114613,9961.604872753745
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,48,LONG,2025-05-20T23:00:00,2025-05-22T02:00:00,1.12811,1.13146,0.07,23.59,20.73,0.0,0.42000000000000004,20.31,0.8400000000000001,2.72,0.0,0.0,0.0,3.9800000000000004,0.0,0.0,20.31,0.860958033064858,LONG_EXIT_BREAKOUT,True,97200.0,9961.604872753745,21.441309343538425,9983.046182097283
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,50,LONG,2025-05-23T11:00:00,2025-05-23T14:52:23,1.134,1.13063,0.07,23.45,-23.59,0.0,0.42000000000000004,-24.01,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-24.01,-1.0238805970149254,STOP_LOSS_EXIT,True,13943.0,9983.046182097283,-25.553618212383345,9957.4925638849
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,52,LONG,2025-05-26T04:00:00,2025-05-27T08:00:00,1.13974,1.13783,0.06,23.7,-12.040000000000001,0.0,0.36,-12.4,0.72,0.58,0.0,0.0,0.0,1.6600000000000001,0.0,0.0,-12.4,-0.5232067510548524,LONG_EXIT_BREAKOUT,True,100800.0,9957.4925638849,-13.024568332507675,9944.467995552392
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,54,SHORT,2025-05-28T19:00:00,2025-05-29T14:00:00,1.12845,1.12867,0.07,22.89,-0.5900000000000001,0.0,0.42000000000000004,-1.0100000000000002,0.8400000000000001,0.95,0.0,0.0,0.0,2.21,0.0,0.0,-1.0100000000000002,-0.044124071647007435,SHORT_EXIT_BREAKOUT,True,68400.0,9944.467995552392,-1.0969760458178155,9943.371019506574
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,56,LONG,2025-06-02T04:00:00,2025-06-03T12:00:00,1.13692,1.14105,0.07,22.89,28.23,0.0,0.42000000000000004,27.81,0.8400000000000001,0.68,0.0,0.0,0.0,1.9400000000000004,0.0,0.0,27.81,1.2149410222804717,LONG_EXIT_BREAKOUT,True,115200.0,9943.371019506574,30.201523378383335,9973.572542884958
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,58,LONG,2025-06-04T12:00:00,2025-06-05T09:00:00,1.14001,1.14055,0.08,24.56,1.9900000000000002,0.0,0.48,1.5100000000000002,0.96,2.33,0.0,0.0,0.0,3.77,0.0,0.0,1.5100000000000002,0.06148208469055376,LONG_EXIT_BREAKOUT,True,75600.0,9973.572542884958,1.5329900793725866,9975.105532964331
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,60,LONG,2025-06-05T17:00:00,2025-06-05T18:06:03,1.14814,1.14425,0.06,23.22,-23.34,0.0,0.36,-23.7,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,-23.7,-1.020671834625323,STOP_LOSS_EXIT,True,3963.0,9975.105532964331,-25.453273162279785,9949.652259802051
25,025-d3-normal-delay200,D3,DEVELOPMENT,NORMAL,FIXED_DELAY_200_MS,62,LONG,2025-06-10T17:00:00,2025-06-11T04:50:02,1.14434,1.14126,0.08,24.64,-25.42,0.0,0.48,-25.900000000000002,1.04,0.78,0.0,0.0,0.0,2.3,0.0,0.0,-25.900000000000002,-1.0511363636363638,STOP_LOSS_EXIT,True,42602.0,9949.652259802051,-26.146103239536647,9923.506156562515
