dataset,source_segment_profit_usd_not_continuous,trade_count,buy_count,buy_net_usd_not_continuous,sell_count,sell_net_usd_not_continuous,largest_trade_usd,largest_trade_symbol,largest_trade_exit_time,largest_losing_trade_usd,largest_losing_trade_symbol,largest_losing_trade_exit_time,best_source_timestamp_date_not_e8_server_day,best_source_timestamp_date_profit_usd,best_source_date_percent_of_segment_profit,largest_positive_symbol,largest_positive_symbol_net_usd,largest_positive_symbol_percent_of_segment_profit
V28_2025_DEVELOPMENT,492.1189176934587,70,36,360.52552912756977,34,131.59338856588892,146.0806217894636,USDCHF,2025.04.07 10:05:00,-62.201128961556535,USDJPY,2025.10.06 07:37:36,2025.04.07,411.26939492948657,83.5711410683193,EURUSD,173.809183059169,35.31853314516043
V28_2026_PRESEAL_DEVELOPMENT,257.6137980115924,35,18,314.65168206945236,17,-57.037884057860055,123.73927432052116,USDCAD,2026.07.06 10:05:00,-54.07920340591486,USDCAD,2026.05.21 16:08:04,2026.07.06,524.0704143014538,203.43258720865217,AUDUSD,154.39336174979132,59.93210105261666
