schema,dataset,target,currency,symbol,orientation,rank,formation_return,portfolio_side,chart_direction,recent_h1,recent_close,anchor_h1,anchor_close,scheduled_exit
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.12 10:05:00,NZD,NZDUSD,1,6,-0.004430675505,SHORT,SELL,2026.01.12 09:00:00,0.5752300000,2025.12.22 09:00:00,0.5777900000,2026.01.19 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.12 10:05:00,CAD,USDCAD,-1,7,-0.006875031529,SHORT,BUY,2026.01.12 09:00:00,1.3876300000,2025.12.22 09:00:00,1.3780900000,2026.01.19 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.12 10:05:00,CHF,USDCHF,-1,4,-0.002461167548,NONE,NONE,2026.01.12 09:00:00,0.7963700000,2025.12.22 09:00:00,0.7944100000,2026.01.19 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.12 10:05:00,JPY,USDJPY,-1,3,-0.002230106437,NONE,NONE,2026.01.12 09:00:00,157.8400000000,2025.12.22 09:00:00,157.4880000000,2026.01.19 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.19 10:05:00,EUR,EURUSD,1,5,-0.012822145799,NONE,NONE,2026.01.19 09:00:00,1.1625500000,2025.12.29 09:00:00,1.1776500000,2026.01.26 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.19 10:05:00,GBP,GBPUSD,1,2,-0.007148948793,LONG,BUY,2026.01.19 09:00:00,1.3388100000,2025.12.29 09:00:00,1.3484500000,2026.01.26 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.19 10:05:00,AUD,AUDUSD,1,1,-0.003322803671,LONG,BUY,2026.01.19 09:00:00,0.6688900000,2025.12.29 09:00:00,0.6711200000,2026.01.26 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.19 10:05:00,NZD,NZDUSD,1,3,-0.008405094622,NONE,NONE,2026.01.19 09:00:00,0.5769000000,2025.12.29 09:00:00,0.5817900000,2026.01.26 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.19 10:05:00,CAD,USDCAD,-1,7,-0.015168523156,SHORT,BUY,2026.01.19 09:00:00,1.3897200000,2025.12.29 09:00:00,1.3686400000,2026.01.26 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.19 10:05:00,CHF,USDCHF,-1,6,-0.013299635918,SHORT,BUY,2026.01.19 09:00:00,0.7992700000,2025.12.29 09:00:00,0.7886400000,2026.01.26 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.19 10:05:00,JPY,USDJPY,-1,4,-0.012633563399,NONE,NONE,2026.01.19 09:00:00,158.0710000000,2025.12.29 09:00:00,156.0740000000,2026.01.26 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.26 10:05:00,EUR,EURUSD,1,6,0.013067476787,SHORT,SELL,2026.01.26 09:00:00,1.1838200000,2026.01.05 09:00:00,1.1685500000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.26 10:05:00,GBP,GBPUSD,1,5,0.016673992892,NONE,NONE,2026.01.26 09:00:00,1.3645900000,2026.01.05 09:00:00,1.3422100000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.26 10:05:00,AUD,AUDUSD,1,2,0.035050403679,LONG,BUY,2026.01.26 09:00:00,0.6910100000,2026.01.05 09:00:00,0.6676100000,2026.02.02 10:05:00
SOLTRADE_PHASE6_V26_SIGNAL_V1,V26_2026_PRESEAL_DEVELOPMENT,2026.01.26 10:05:00,NZD,NZDUSD,1,1,0.035816793362,LONG,BUY,2026.01.26 09:00:00,0.5954600000,2026.01.05 09:00:00,0.5748700000,2026.02.02 10:05:00
