schema,time,segment_id,record_type,signal_bar_time,position_identifier,direction,requested_price,actual_price,spread_points,slippage_points,volume,initial_risk_amount,stop_loss,order_ticket,deal_ticket,broker_retcode,exit_reason,fill_confirmed,retest_candle_number,confirmation_timestamp,confirmation_atr
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.20 13:00:00,2026_P1,ENTRY_ATTEMPT,2026.01.20 12:00:00,0,BUY,1.1732000000,0.0000000000,12,0.0000,0.09000000,23.31000000,1.1706100000,2,2,10009,NONE,NO,1,2026.01.20 12:00:00,0.001294825732
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.20 22:00:00,2026_P1,EXIT_ATTEMPT,2026.01.20 21:00:00,2,BUY,1.1711800000,0.0000000000,0,0.0000,0.09000000,0,0,3,3,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.20 22:00:00,2026_P1,EXIT_TRANSACTION,NONE,2,BUY,1.1711800000,1.1711800000,0,0.0000,0.09000000,0,0,3,3,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.22 17:00:00,2026_P1,ENTRY_ATTEMPT,2026.01.22 16:00:00,0,BUY,1.1720900000,0.0000000000,19,0.0000,0.10000000,24.40000000,1.1696500000,4,4,10009,NONE,NO,1,2026.01.22 16:00:00,0.001216696876
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.23 09:00:00,2026_P1,EXIT_ATTEMPT,2026.01.23 08:00:00,4,BUY,1.1741600000,0.0000000000,0,0.0000,0.10000000,0,0,5,5,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.23 09:00:00,2026_P1,EXIT_TRANSACTION,NONE,4,BUY,1.1741600000,1.1741600000,0,0.0000,0.10000000,0,0,5,5,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.28 05:00:00,2026_P1,ENTRY_ATTEMPT,2026.01.28 04:00:00,0,BUY,1.1998400000,0.0000000000,12,0.0000,0.05000000,23.90000000,1.1950600000,6,6,10009,NONE,NO,6,2026.01.28 04:00:00,0.002389740891
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.28 14:00:00,2026_P1,EXIT_ATTEMPT,2026.01.28 13:00:00,6,BUY,1.1967300000,0.0000000000,0,0.0000,0.05000000,0,0,7,7,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.01.28 14:00:00,2026_P1,EXIT_TRANSACTION,NONE,6,BUY,1.1967300000,1.1967300000,0,0.0000,0.05000000,0,0,7,7,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.02.04 19:00:00,2026_P1,ENTRY_ATTEMPT,2026.02.04 18:00:00,0,SELL,1.1802000000,0.0000000000,12,0.0000,0.08000000,23.68000000,1.1831600000,8,8,10009,NONE,NO,1,2026.02.04 18:00:00,0.001479797500
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.02.05 16:00:00,2026_P1,EXIT_ATTEMPT,2026.02.05 15:00:00,8,SELL,1.1812400000,0.0000000000,0,0.0000,0.08000000,0,0,9,9,10009,DONCHIAN_10_EXIT,NO,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.02.05 16:00:00,2026_P1,EXIT_TRANSACTION,NONE,8,SELL,1.1812400000,1.1812400000,0,0.0000,0.08000000,0,0,9,9,10009,DONCHIAN_10_EXIT,YES,0,NONE,0
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.02.06 02:00:00,2026_P1,ENTRY_ATTEMPT,2026.02.06 01:00:00,0,SELL,1.1776000000,0.0000000000,12,0.0000,0.09000000,23.04000000,1.1801600000,10,10,10009,NONE,NO,2,2026.02.06 01:00:00,0.001275019341
SOLTRADE_PHASE6_V23_TRANSACTION_V1,2026.02.06 07:16:58,2026_P1,EXIT_TRANSACTION,NONE,10,SELL,0.0000000000,1.1801600000,0,0.0000,0.09000000,0,0,11,11,0,STOP_LOSS_EXIT,YES,0,NONE,0
