schema,symbol,rates,first,last,status,orders,positions,trade_api_calls,pnl_calculated
SOLTRADE_PHASE6_V31A_WARMUP_SUMMARY_V1,EURUSD,60387,2024.11.01 00:00:00,2024.12.31 23:59:00,PASS,0,0,NONE,NO
SOLTRADE_PHASE6_V31A_WARMUP_SUMMARY_V1,GBPUSD,60341,2024.11.01 00:00:00,2024.12.31 23:59:00,PASS,0,0,NONE,NO
SOLTRADE_PHASE6_V31A_WARMUP_SUMMARY_V1,AUDUSD,60367,2024.11.01 00:00:00,2024.12.31 23:59:00,PASS,0,0,NONE,NO
SOLTRADE_PHASE6_V31A_WARMUP_SUMMARY_V1,NZDUSD,60142,2024.11.01 00:02:00,2024.12.31 23:58:00,PASS,0,0,NONE,NO
SOLTRADE_PHASE6_V31A_WARMUP_SUMMARY_V1,USDCAD,60335,2024.11.01 00:00:00,2024.12.31 23:59:00,PASS,0,0,NONE,NO
SOLTRADE_PHASE6_V31A_WARMUP_SUMMARY_V1,USDCHF,60056,2024.11.01 00:00:00,2024.12.31 23:59:00,PASS,0,0,NONE,NO
SOLTRADE_PHASE6_V31A_WARMUP_SUMMARY_V1,USDJPY,60279,2024.11.01 00:00:00,2024.12.31 23:59:00,PASS,0,0,NONE,NO
